Timestep,a_0,a_1,b
20,-21.371722522246902,-48.45677916927598,1.049944852092496e11
20,-16.389002005635334,-47.398183192580255,1.0498182478238748e11
20,-16.382588196555314,-25.46381589570401,1.047709168216426e11
20,-16.294957350163326,-32.282432109437224,1.0484385939353963e11
20,-18.380656388252156,-41.750843126309405,1.0493947143528427e11
20,-16.807519436093656,-38.83157405987078,1.0491366234872919e11
20,-16.93303624586082,-27.017593585714526,1.0478893172967256e11
21,-150.0,-150.0,8.733071653697643e10
21,0.0,0.0,8.482959462659418e10
21,0.0,0.0,9.522211763055937e10
21,-102.67012216756358,-127.10317940652563,9.707908987407794e10
21,-9.144139457067746,0.0,1.0104080038708813e11
21,-88.91307140514773,-119.916015651072,1.012414848867825e11
21,-9.144139457067746,-121.15846314511069,1.025070791772868e11
21,-87.0000000000001,-33.28079909852522,1.0110775640781625e11
21,-87.0000000000001,-26.756547362507554,1.0263232305689534e11
21,-15.378779995977572,-26.970678380895738,1.026706870592143e11
21,-28.276466846289505,-26.756547362507554,1.0267223361465636e11
21,-77.9848121860296,-86.30919131705275,1.0311409008164204e11
21,-15.378779995977572,-26.970678380895734,1.026706870592143e11
21,-15.378779995977572,-50.45396518557935,1.0292999834024586e11
21,-15.378779995977572,-25.396149643584927,1.026547471524902e11
21,-15.378779995977572,-50.45396518557934,1.0292999834024586e11
21,-15.378779995977572,-23.774055893818055,1.0290545313190315e11
21,-15.378779995977572,-23.77405589381805,1.0290496559230287e11
21,-28.08424261743396,-37.80244987432388,1.0299672185486229e11
21,-20.551921478696386,-27.74236499305297,1.0294460084121402e11
21,-15.378779995977572,-72.91863508821703,1.0337287877936678e11
21,-73.52829609978457,-74.61626045723165,1.0347512318478435e11
21,-15.378779995977572,-30.791289486139256,1.0313455168925526e11
21,-15.378779995977647,-30.791289486139306,1.0285344021561157e11
21,-15.378779995977572,-30.791289486139256,1.0305890716417169e11
21,-73.52829609978457,-74.61626045723165,1.0347512318651906e11
21,-15.378779995977572,-30.791289486139256,1.031083858277218e11
21,-16.104314320644527,-31.33809576841852,1.0313967905179344e11
21,-15.378779995977572,-30.791289486139256,1.031345516892553e11
21,-15.378779995977572,-30.791289486139256,1.0313455168925531e11
21,-15.378779995977572,-30.791289486139256,1.0313455168925531e11
21,-15.378779995977572,-30.791289486139256,1.0313455168925531e11
21,-30.120139592703232,-64.08982013198758,1.0336521721560968e11
21,-33.95546842141645,-45.87233277147513,1.0329407929571667e11
21,-32.46143158913287,-36.76943897550266,1.0319992701027411e11
21,-17.09076305267333,-25.374886107748246,1.0310094350033827e11
21,-15.378779995977572,-49.57097827625847,1.0331284014408823e11
21,-15.74877870010469,-32.89403238454478,1.0317258128786497e11
21,-15.456572354513321,-39.208967172355365,1.0322896439644325e11
21,-29.85908299599122,-46.585645629062384,1.0329887863832889e11
21,-15.378779995977572,-25.39642107546569,1.0309897269315285e11
21,-15.534725395744822,-37.51998482720104,1.0321449927634879e11
21,-15.388779960953988,-25.787279936037443,1.0310456360859041e11
21,-21.35372127883719,-62.75022632881241,1.034250169461869e11
21,-20.82601077560401,-34.510703634150204,1.0319936666933469e11
21,-16.658244065829308,-57.4446697921614,1.0338309946233041e11
21,-20.44458692179415,-43.10794123224488,1.0327937225072226e11
21,-15.378779995977572,-37.71144075841508,1.0322883944461841e11
21,-15.378779995977572,-64.78124750440912,1.0342519624174663e11
21,-15.378779995977572,-53.50969923893059,1.0336322746369495e11
21,-31.493208099398757,-51.09233321836731,1.0334708925075436e11
21,-15.378779995977572,-25.58987014580115,1.0310258646349435e11
21,-17.723942175372912,-44.626714171201144,1.0329263045173288e11
21,-21.714176380890862,-48.16804087958143,1.0332837907031346e11
21,-16.667683939334026,-50.07038800200513,1.0333831153873026e11
21,-16.616810110023444,-25.43440323734799,1.0310146898319577e11
21,-16.589442928294456,-34.000699504441165,1.0319308634934874e11
21,-18.380656388252156,-41.750843126309405,1.0327318655169995e11
21,-16.76382118742258,-38.75048325246971,1.0324563376595377e11
21,-17.022558849071117,-27.353562027594766,1.0312381371204752e11
22,-150.0,-150.0,8.563950027239133e10
22,0.0,0.0,8.411969574557155e10
22,0.0,0.0,9.349731936110025e10
22,-102.67012216756358,-127.10317940652563,9.552334411049312e10
22,0.0,0.0,9.930468604569205e10
22,-88.91307140514773,-119.916015651072,9.959943245891222e10
22,0.0,-121.15846314511069,1.007887142243535e11
22,-87.0000000000001,-33.28079909852522,9.944904880011784e10
22,-87.0000000000001,-26.756547362507554,1.009040982283966e11
22,-15.378779995977572,-26.970678380895738,1.0091694439842058e11
22,-28.276466846289505,-26.756547362507554,1.0092624537129562e11
22,-77.9848121860296,-86.30919131705275,1.0139147403833728e11
22,-36.99395571421484,-26.889078022823057,1.0091657800043681e11
22,-15.378779995977572,-50.45396518557935,1.0118047917375294e11
22,-15.378779995977572,-25.396149643584927,1.0090290947286682e11
22,-15.378779995977572,-50.45396518557934,1.0118047917375298e11
22,-15.378779995977572,-23.774055893818055,1.0115138419916586e11
22,-15.378779995977572,-23.77405589381805,1.0115084528167746e11
22,-28.084242617433954,-37.802449874323884,1.012485566971395e11
22,-42.72252783320559,-44.74940398977405,1.0136320946056111e11
22,-15.378779995977572,-72.91863508821703,1.016282472080814e11
22,-73.52829609978457,-74.61626045723165,1.0174844263464954e11
22,-15.378779995977572,-30.791289486139256,1.0138139719905501e11
22,-22.675478006500963,-36.29051974499743,1.0129755751331976e11
22,-15.378779995977572,-30.791289486139256,1.0125956723862033e11
22,-73.52829609978457,-74.61626045723165,1.0174844263629541e11
22,-15.378779995977572,-30.791289486139256,1.013596366615502e11
22,-19.213747140645758,-33.68155126390105,1.0140917031193709e11
22,-15.378779995977572,-30.791289486139256,1.0135963666155017e11
22,-15.378779995977572,-30.791289486139256,1.0138139719905496e11
22,-15.378779995977572,-30.791289486139252,1.0138139719905501e11
22,-15.37877999598272,-30.791289486139227,1.0135963666155017e11
22,-30.120139592703232,-64.08982013198758,1.0162717303081859e11
22,-33.95546842141645,-45.87233277147513,1.0154919923335683e11
22,-32.788212653391355,-35.64047453801814,1.0144082584551799e11
22,-17.09076305267333,-25.374886107748246,1.0134748680071259e11
22,-15.378779995977572,-49.57097827625847,1.0156313047304727e11
22,-15.74877870010469,-32.8940323845448,1.0141988252675421e11
22,-15.456572354513327,-39.208967172355365,1.0147717907089908e11
22,-31.13675679011009,-46.32223392489802,1.0155174265362079e11
22,-15.378779995977572,-25.39642107546569,1.0134499240519278e11
22,-15.528779470623702,-37.64848350616372,1.01463623785977e11
22,-15.38877996095398,-25.78727993603746,1.0135064534885022e11
22,-21.35372127883719,-62.75022632881241,1.016799667186614e11
22,-20.826010775604022,-34.510703634150204,1.0144843384651443e11
22,-16.658244065829308,-57.44466979216139,1.0163548172691351e11
22,-20.44458692179414,-43.10794123224487,1.0152983322006667e11
22,-15.378779995977572,-37.71144075841508,1.0147678668390384e11
22,-15.378779995977572,-64.78124750440912,1.01678792187138e11
22,-15.378779995977572,-53.50969923893059,1.0161436888676802e11
22,-35.253241323530354,-50.52828114690254,1.0159903168561128e11
22,-15.378779995977572,-25.58987014580115,1.0134863496550252e11
22,-17.72394217537293,-44.62671417120113,1.0154258002775961e11
22,-21.714176380890862,-48.16804087958143,1.0158027176577611e11
22,-16.667683939334026,-50.07038800200513,1.0158909638522697e11
22,-16.3967158675264,-25.462041798850773,1.0134799210985127e11
22,-16.589442928294456,-34.000699504441165,1.014408004648917e11
22,-18.380656388252156,-41.750843126309405,1.0152275408069528e11
22,-16.76382118742257,-38.7504832524697,1.0149416242057654e11
22,-17.02255884907111,-27.35356202759479,1.0137062306770445e11
23,-150.0,-150.0,8.3857302018159e10
23,0.0,0.0,8.33354728653009e10
23,0.0,0.0,9.167637330929678e10
23,-102.67012216756358,-127.10317940652563,9.38196452125268e10
23,0.0,0.0,9.748373999388858e10
23,-88.91307140514773,-119.916015651072,9.787138189899936e10
23,0.0,-121.15846314511069,9.899018722129105e10
23,-87.0000000000001,-33.28079909852522,9.76925698206401e10
23,-87.0000000000001,-26.756547362507554,9.908387144647307e10
23,-15.378779995977572,-26.970678380895738,9.906864003264915e10
23,-28.276466846289505,-26.756547362507554,9.908641021600381e10
23,-77.9848121860296,-86.30919131705275,9.958042412182347e10
23,-72.50460153703317,-26.755020291703662,9.908267560130219e10
23,-15.378779995977572,-50.45396518557935,9.933831763132541e10
23,-15.378779995977572,-25.396149643584927,9.905658113796143e10
23,-17.544538074696973,-48.385057751238584,9.931765562483772e10
23,-15.378779995977572,-23.774055893818055,9.930243041063683e10
23,-15.378779995977572,-23.77405589381805,9.930183502646834e10
23,-44.67005334304748,-56.11522558955682,9.953330978504066e10
23,-49.102735661892076,-49.64365187883044,9.957769980053822e10
23,-15.378779995977572,-72.91863508821703,9.979249981914453e10
23,-73.52829609978457,-74.61626045723165,9.993252878297667e10
23,-15.378779995977572,-30.791289486139256,9.953402443060052e10
23,-43.77251346489425,-52.19051390642198,9.96705828384482e10
23,-15.378779995977572,-30.791289486139245,9.946677271991118e10
23,-73.52829609978457,-74.61626045723165,9.986527707382979e10
23,-16.313248468700774,-30.791289486139256,9.951078029434708e10
23,-26.380039799400713,-39.08250021040015,9.961571804161143e10
23,-15.378779995977572,-30.791289486139256,9.953402443060051e10
23,-15.378779995977572,-30.791289486139252,9.951067202891026e10
23,-43.54666504740722,-30.79128948613925,9.95424778883532e10
23,-16.313248468700774,-30.78648534222091,9.953431409887314e10
23,-30.120139592703232,-64.08982013198758,9.979822210919522e10
23,-33.95546842141645,-45.87233277147513,9.971188679112067e10
23,-44.658280374355286,-38.9467370733901,9.964266008728113e10
23,-17.09076305267333,-25.374886107748246,9.949935955719865e10
23,-15.378779995977572,-49.57097827625847,9.972071734168724e10
23,-15.748778700104689,-32.89403238454483,9.957316408759393e10
23,-15.378779995977572,-40.89015472544935,9.964660140678506e10
23,-31.1367567901101,-46.32223392489804,9.971361150678358e10
23,-15.378779995977572,-25.39642107546569,9.949630927338675e10
23,-20.117493674899748,-41.78478709536327,9.966287737425075e10
23,-15.378779995977572,-25.589870145801147,9.949999814461757e10
23,-21.35372127883719,-62.75022632881241,9.984324103340622e10
23,-20.82601077560404,-34.5107036341502,9.960373239870752e10
23,-16.65824406582932,-57.44466979216136,9.979572361021107e10
23,-20.35558802257182,-45.11396333846697,9.970555936057559e10
23,-15.378779995977572,-37.71144075841508,9.963113201085988e10
23,-15.378779995977572,-64.78124750440912,9.984071998027913e10
23,-15.378779995977572,-53.50969923893059,9.977307835248393e10
23,-35.253241323530354,-50.52828114690254,9.976345926111853e10
23,-18.19650186597484,-29.11165480126943,9.954342437836845e10
23,-18.271146683898515,-46.24027796751784,9.97144683707616e10
23,-21.714176380890862,-48.16804087958143,9.97395057911654e10
23,-17.570209718425623,-45.85897978853727,9.971216892754712e10
23,-15.378779995977572,-25.589870145801147,9.949999814461758e10
23,-18.178438026960357,-29.130351608600385,9.954387876562566e10
23,-18.380656388252163,-41.75084312630939,9.967911083032355e10
23,-16.1386995048136,-37.59044541323613,9.963703917220961e10
23,-16.549326384570143,-26.16229927652665,9.950847430011989e10
24,-150.0,-150.0,8.205931672126936e10
24,0.0,0.0,8.254234237884067e10
24,0.0,0.0,8.985012423848465e10
24,-102.67012216756358,-127.10317940652563,9.20414324872412e10
24,0.0,0.0,9.565749092307642e10
24,-88.91307140514773,-119.916015651072,9.612293039984238e10
24,0.0,-121.15846314511069,9.717517978186766e10
24,-87.0000000000001,-33.28079909852522,9.591658329104086e10
24,-87.0000000000001,-26.756547362507554,9.725529503997502e10
24,-15.378779995977572,-26.970678380895738,9.721279716863773e10
24,-28.276466846289505,-26.756547362507554,9.723853427954471e10
24,-77.9848121860296,-86.30919131705275,9.775066476606519e10
24,-72.50460153703317,-26.755020291703662,9.724510581103708e10
24,-15.378779995977572,-50.45396518557935,9.748438990455688e10
24,-15.378779995977572,-25.39614964358492,9.720298057587688e10
24,-23.17646424959529,-37.35169676360306,9.735107238541478e10
24,-15.378779995977572,-23.774055893818055,9.7446584951619e10
24,-86.50373536109846,-23.830913639076968,9.749207846302936e10
24,-78.83613300685053,-96.74774005150611,9.79657491124027e10
24,-49.10273566189206,-49.64365187883039,9.773396797713257e10
24,-15.378779995977572,-72.91863508821703,9.79413977644927e10
24,-73.52829609978457,-74.61626045723165,9.809964469426497e10
24,-15.378779995977572,-30.791289486139256,9.767837922125616e10
24,-50.80967474112371,-57.49414168037229,9.78136108609771e10
24,-16.313248468700774,-30.791289486139252,9.207696554551875e10
24,-73.52829609978457,-74.61626045723165,9.249819590940588e10
24,-16.313248468700774,-30.79128948613925,9.756194243999362e10
24,-15.378779995977572,-30.79128948613925,9.756190732943645e10
24,-15.378779995977572,-30.79128948613925,9.76565331597173e10
24,-15.378779995977572,-30.79128948613925,9.767837922125618e10
24,-87.00000000000007,-30.791289486139245,9.771592335923528e10
24,-61.255618377752825,-30.555434622612058,9.769167991432982e10
24,-30.120139592703232,-64.08982013198758,9.795469392918188e10
24,-33.95546842141645,-45.87233277147513,9.786293707235141e10
24,-85.93302239054881,-29.725745874766062,9.772567934291985e10
24,-17.09076305267333,-25.374886107748246,9.764390204954645e10
24,-15.378779995977572,-49.57097827625847,9.786668194827956e10
24,-15.424908615112496,-34.70867838922714,9.773462131244572e10
24,-15.378779995977572,-35.18771566542895,9.773900644297931e10
24,-33.056572428504325,-48.838566583852774,9.788791410176779e10
24,-15.378779995977572,-25.39642107546569,9.764038854792581e10
24,-18.81670270407414,-45.12250223024755,9.78370129379993e10
24,-15.378779995977572,-25.589870145801147,9.764408657560815e10
24,-21.35372127883719,-62.75022632881241,9.799244529618437e10
24,-23.776594114568375,-39.342821773672604,9.780347050389291e10
24,-15.597152980362042,-56.245712052810106,9.79306405662529e10
24,-18.744669965059728,-47.831537031462084,9.787401234484302e10
24,-15.378779995977572,-37.71144075841508,9.777588258493227e10
24,-15.378779995977572,-64.78124750440914,9.79885652420868e10
24,-15.378779995977572,-53.50969923893059,9.79195244167934e10
24,-35.253241323530354,-50.52828114690254,9.79154649720708e10
24,-19.688858564926036,-30.59521839097417,9.770606101290755e10
24,-20.942535840610883,-54.02652761344665,9.793286640574881e10
24,-21.714176380890862,-48.16804087958143,9.788702039965535e10
24,-18.3324494027507,-52.310735381730034,9.791705742724193e10
24,-65.34634875160978,-27.442856070620913,9.769889521940549e10
24,-19.979580906351217,-28.813146677286262,9.768762130060452e10
24,-17.870561844105055,-40.768884845007456,9.781467563654565e10
24,-15.734598292312263,-36.848809545822824,9.777371418083026e10
24,-17.09218915436348,-25.37646832051212,9.764392259241231e10
25,-150.0,-150.0,8.029231541080263e10
25,0.0,0.0,8.176073907360313e10
25,0.0,0.0,8.804849574984702e10
25,-102.67012216756358,-127.10317940652563,9.034982318797517e10
25,0.0,0.0,9.385586243443883e10
25,-88.91307140514773,-119.916015651072,9.440124650125713e10
25,0.0,-121.15846314511069,9.538770761215547e10
25,-87.0000000000001,-33.28079909852522,9.417323897606789e10
25,-87.0000000000001,-26.756547362507554,9.544965930304202e10
25,-15.378779995977572,-26.970678380895738,9.538174158471135e10
25,-28.276466846289505,-26.756547362507554,9.541527488499727e10
25,-77.9848121860296,-86.30919131705275,9.594760947722206e10
25,-72.50460153703317,-26.755020291703662,9.543095335641086e10
25,-15.378779995977572,-50.45396518557935,9.565645002698602e10
25,0.0,-23.774055893818055,9.532490533686078e10
25,-23.94111033186393,-36.12981124446892,9.551311010256021e10
25,-15.378779995977572,-23.774055893818055,9.561535288672888e10
25,-86.50373536109846,-23.830913639076968,9.5681920947996e10
25,-83.2241275409295,-101.7937766733091,9.620414799599466e10
25,-48.7145958802535,-49.91153109768676,9.591816080583801e10
25,-15.378779995977572,-72.91863508821703,9.611725432345859e10
25,-73.52829609978457,-74.61626045723165,9.629302511102396e10
25,-15.378779995977572,-30.791289486139256,9.584772434230336e10
25,-51.583361134266866,-58.07723825616994,9.60035134892716e10
25,-15.37877999597757,-30.79128948613925,9.584772434230336e10
25,-73.52829611463869,-74.61626045723828,9.618456599899533e10
25,-15.37877999597757,-30.791289486139245,9.573926522889003e10
25,-37.648290593728014,-47.57493140074521,9.602319152323857e10
25,-87.00000000000007,-30.791289486139245,9.59065438320285e10
25,-44.61462901623372,-30.791289486139252,9.583505530471634e10
25,-87.0000000000001,-30.791289486139252,9.068409203493341e10
25,-30.600802500628806,-29.700460742326097,9.580559373974556e10
25,-30.120139592703232,-64.08982013198758,9.613760258760844e10
25,-33.95546842141645,-45.87233277147513,9.603960676981912e10
25,-85.93302239054881,-29.725745874766062,9.591588553296043e10
25,-17.09076305267333,-25.374886107748246,9.581313441808235e10
25,-15.378779995977572,-49.57097827625847,9.60385943012628e10
25,-15.378779995977572,-34.96713731548679,9.590687329585477e10
25,-15.378779995977572,-35.2391839470821,9.590927765177219e10
25,-32.84683003015819,-49.53068780674091,9.607050292008289e10
25,-15.378779995977572,-25.39642107546569,9.580917179422604e10
25,-19.15030540553475,-46.08154114956186,9.601847085396045e10
25,-15.378779995977572,-25.589870145801147,9.58128892466901e10
25,-21.35372127883719,-62.75022632881241,9.616815372433788e10
25,-23.776594114568375,-39.342821773672604,9.597608181627043e10
25,-15.378779995977572,-56.69698183205483,9.61070186322401e10
25,-17.50993393131571,-49.9145021751256,9.606337060364499e10
25,-15.378779995977572,-37.71144075841508,9.594600317873474e10
25,0.0,-70.00885165112732,9.614988661840508e10
25,-15.378779995977572,-53.50969923893059,9.60920968314853e10
25,-35.253241323530354,-50.52828114690254,9.609328283273024e10
25,-20.329956754044897,-31.339733750626326,9.588568542814026e10
25,-22.84284247477313,-55.57407332290028,9.61239303785911e10
25,-21.714176380890862,-48.16804087958143,9.606038146897102e10
25,-18.332449402750697,-52.310735381730034,9.60901835403682e10
25,-65.34634875160978,-27.442856070620913,9.588266506462294e10
25,-20.54995455931059,-29.212744931063334,9.586336573202043e10
25,-17.870561844105055,-40.768884845007456,9.598581801188477e10
25,-15.734598292312263,-36.848809545822824,9.594382329254523e10
25,-16.44674396480409,-26.09673196626087,9.582047152723203e10
26,-150.0,-150.0,7.84793147531167e10
26,0.0,0.0,8.477872303047787e10
26,-102.67012216756358,-127.10317940652563,8.861417015191608e10
26,-102.67012216756358,-127.10317940652563,8.851031681747888e10
26,0.0,0.0,9.200500296390132e10
26,-88.91307140514773,-119.916015651072,9.261273872714703e10
26,0.0,-121.15846314511069,9.353643027825241e10
26,-87.0000000000001,-33.28079909852522,9.237340798929933e10
26,-87.0000000000001,-26.756547362507554,9.358887660876984e10
26,-15.378779995977572,-26.970678380895738,9.349779941933438e10
26,-28.276466846289505,-26.756547362507554,9.353867241371193e10
26,-77.9848121860296,-86.30919131705275,9.407955405642043e10
26,-72.50460153703317,-26.755020291703662,9.356206307769568e10
26,-15.378779995977572,-50.45396518557935,9.377154183883534e10
26,0.0,-23.774055893818055,9.345990895111456e10
26,-87.0000000000001,-23.774055893818055,8.893571503829431e10
26,-15.378779995977572,-23.774055893818055,9.373179617500829e10
26,-86.50373536109846,-23.830913639076968,9.381710994838263e10
26,-87.0000000000001,-111.64234757236457,9.44132501519084e10
26,-38.67274375575862,-56.84203302053775,9.410029506592595e10
26,-15.378779995977572,-72.91863508821703,9.423242755994072e10
26,-73.52829609978457,-74.61626045723165,9.442351528486897e10
26,-15.378779995977572,-30.791289486139256,9.396350701313295e10
26,-46.25526288652679,-54.06166312032653,9.410924050126959e10
26,-31.116142936946993,-40.4716825961371,8.91923545152539e10
26,-15.378779995977572,-74.59027527218667,8.946129651650888e10
26,-15.512275492081125,-30.87340545979659,8.908295301064806e10
26,-87.0000000000001,-30.791289486139252,8.915975295681151e10
26,-87.0000000000001,-30.791289486139252,9.404126647543541e10
26,-52.12309866340419,-30.791289486139252,9.390075433306238e10
26,-87.0000000000001,-30.791289486139252,9.404126647543542e10
26,-33.00009663535545,-29.5285243911466,9.395688482993489e10
26,-30.120139592703232,-64.08982013198758,9.429452731264825e10
26,-33.95546842141645,-45.87233277147513,9.415936516523145e10
26,-85.93302239054881,-29.725745874766062,9.405041641063486e10
26,-17.09076305267333,-25.374886107748246,9.39296646092062e10
26,-15.378779995977572,-49.57097827625847,9.415368520568837e10
26,-15.378779995977572,-34.96713731548679,9.402238259423317e10
26,-15.378779995977572,-34.96713731548679,9.402221151280463e10
26,-31.025495530233925,-55.540842507534656,9.423817579206409e10
26,-15.378779995977572,-25.39642107546569,9.392534598257597e10
26,-18.945239634872156,-46.261392961508946,9.413555646747372e10
26,-15.378779995977572,-25.589870145801147,9.39290487408319e10
26,-21.35372127883719,-62.75022632881241,9.428452589417303e10
26,-23.776594114568375,-39.342821773672604,9.409320908414787e10
26,-15.378779995977572,-56.69698183205483,9.422211945763248e10
26,-15.378779995977572,-53.50969923893059,9.420719636042238e10
26,-15.378779995977572,-37.71144075841508,9.406132467793726e10
26,-15.378779995977572,-70.00885165112732,9.432040302407773e10
26,-15.378779995977572,-53.50969923893059,9.420719222560803e10
26,-35.253241323530354,-50.52828114690254,9.421337356367462e10
26,-19.77604628658924,-30.053554276479066,9.398736813676445e10
26,-23.065612691506033,-55.635686025555195,9.424165244766106e10
26,-21.714176380890862,-48.16804087958143,9.417682824541824e10
26,-18.332449402750694,-52.310735381730034,9.420586517761467e10
26,-65.34634875160978,-27.442856070620913,9.401179556156908e10
26,-21.124108075625163,-29.614991320476484,9.398585959602718e10
26,-17.870561844105055,-40.768884845007456,9.410147818693547e10
26,-15.734598292312263,-36.848809545822824,9.405926867187178e10
26,-27.961664086577297,-31.56177905186935,9.401743899260826e10
27,-150.0,-150.0,7.650070788868628e10
27,0.0,0.0,8.285249819818108e10
27,-102.67012216756358,-127.10317940652563,8.662182034281833e10
27,-102.67012216756358,-127.10317940652563,8.652785849426247e10
27,0.0,0.0,9.001032717063353e10
27,-88.91307140514773,-119.916015651072,9.068291260611829e10
27,0.0,-121.15846314511069,9.154038824830882e10
27,-87.0000000000001,-33.28079909852522,9.043189604114307e10
27,-87.0000000000001,-26.756547362507554,9.158202214583755e10
27,-15.378779995977572,-26.970678380895738,9.146930841420079e10
27,-28.276466846289505,-26.756547362507554,9.151794193223668e10
27,-77.9848121860296,-86.30919131705275,9.206458740810724e10
27,-72.50460153703317,-26.755020291703662,9.154679957505992e10
27,-15.378779995977572,-50.45396518557935,9.174162316604482e10
27,0.0,-23.774055893818055,9.145092954926553e10
27,-87.0000000000001,-23.774055893818055,9.180536123850154e10
27,-15.378779995977572,-23.774055893818055,9.170374740707317e10
27,-86.50373536109846,-23.830913639076968,9.180550440100014e10
27,-87.0000000000001,-111.64234757236457,9.241083603296852e10
27,-38.67274375575865,-56.8420330205378,9.20754182540491e10
27,-15.378779995977572,-72.91863508821703,9.220193583629851e10
27,-73.52829609978457,-74.61626045723165,9.24064811240174e10
27,-15.378779995977572,-30.791289486139256,9.193466840596622e10
27,-47.2138514313792,-50.77205438262284,9.205913854340692e10
27,-47.56386438689026,-50.5890326246284,9.216135189020442e10
27,-15.378779995977572,-74.59027527218667,9.231234259595628e10
27,-29.319514655324607,-39.35721224082357,9.193833404006541e10
27,-87.0000000000001,-30.79128948613925,9.202905802012877e10
27,-87.00000000000007,-30.791289486139245,9.193509617157292e10
27,-52.69144306843958,-30.791289486139252,9.198138758076877e10
27,-87.0000000000001,-30.79128948613925,9.201144041966476e10
27,-35.959226068185004,-29.316469558025183,9.193396382021005e10
27,-30.120139592703232,-64.08982013198758,9.22674448480163e10
27,-33.95546842141645,-45.87233277147513,9.213368750653671e10
27,-85.93302239054881,-29.725745874766062,9.203807250809673e10
27,-17.09076305267333,-25.374886107748246,9.190164615547537e10
27,-15.378779995977572,-49.57097827625847,9.212379025828261e10
27,-15.378779995977572,-34.96713731548679,9.199321051600237e10
27,-15.378779995977572,-34.96713731548679,9.199302061263448e10
27,-29.446433366067694,-60.751531641905004,9.225156714232077e10
27,-15.378779995977572,-25.39642107546569,9.189700482824081e10
27,-17.114221445320663,-46.883952300913755,9.210813931864575e10
27,-15.378779995977572,-25.589870145801147,9.190068887182874e10
27,-21.3537212788372,-62.750226328812424,9.22554085145945e10
27,-23.776594114568375,-39.342821773672604,9.206538052151424e10
27,-15.378779995977572,-56.69698183205483,9.21920357480108e10
27,-15.378779995977572,-53.50969923893059,9.217719637016466e10
27,-15.378779995977572,-37.71144075841508,9.203192788995718e10
27,-15.378779995977572,-70.00885165112732,9.228998263022952e10
27,-15.378779995977572,-53.50969923893059,9.217719181966438e10
27,-35.253241323530354,-50.52828114690254,9.218785355167513e10
27,-21.540482191192734,-31.844640834914745,9.19821285303329e10
27,-23.065612691506033,-55.635686025555195,9.22131226278244e10
27,-21.714176380890862,-48.16804087958143,9.214817934793983e10
27,-17.54337977451799,-53.27736409889804,9.218267022460205e10
27,-65.34634875160978,-27.442856070620913,9.199477488383734e10
27,-25.26629454793653,-32.516967021083794,9.199829590276703e10
27,-17.870561844105048,-40.768884845007456,9.20723210032667e10
27,-15.734598292312263,-36.848809545822824,9.202999859124649e10
27,-33.40872844736642,-34.14698701642694,9.202912623077728e10
28,-150.0,-150.0,7.451257581436668e10
28,0.0,0.0,8.092481609292444e10
28,-102.67012216756358,-127.10317940652563,8.46218700347906e10
28,-102.67012216756358,-127.10317940652563,8.460558141913959e10
28,0.0,0.0,8.801319001422804e10
28,-88.91307140514773,-119.916015651072,8.87464473711141e10
28,0.0,-121.15846314511069,8.95381205876266e10
28,-87.0000000000001,-33.28079909852522,8.84856375568888e10
28,-87.0000000000001,-26.756547362507554,8.957094281550587e10
28,-15.378779995977572,-26.970678380895738,8.943758277383675e10
28,-28.276466846289505,-26.756547362507554,8.949344558242839e10
28,-77.9848121860296,-86.30919131705275,9.00420920426316e10
28,-72.50460153703317,-26.755020291703662,8.952740455401813e10
28,-15.378779995977572,-50.45396518557935,8.97072305525918e10
28,0.0,-23.774055893818055,8.943902244446785e10
28,-87.0000000000001,-23.774055893818055,8.978990182797252e10
28,-15.378779995977572,-23.774055893818055,8.967265092725627e10
28,-86.50373536109846,-23.830913639076968,8.978985329553966e10
28,-87.0000000000001,-111.64234757236457,9.040089746462677e10
28,-16.959491139740877,-71.82768876820492,9.015794590686037e10
28,-15.378779995977572,-72.91863508821703,9.016592361536398e10
28,-73.52829609978457,-74.61626045723165,9.038278772573978e10
28,-15.378779995977572,-30.791289486139256,8.990239386036444e10
28,-65.0590527209779,-61.35070224125437,9.02324265010062e10
28,-64.14160192923147,-60.78635837012893,9.024772344376068e10
28,-15.378779995977572,-74.59027527218667,9.027624817954398e10
28,-40.52631116727465,-46.087562084947464,9.004838520657571e10
28,-87.00000000000007,-30.791289486139245,9.001237100559236e10
28,-87.0000000000001,-30.791289486139256,8.585206734722078e10
28,-53.35146165691027,-30.791289486139256,8.994663741742567e10
28,-87.0000000000001,-30.791289486139252,8.999608238994135e10
28,-38.40314993012013,-29.1413349860276,8.990908177395166e10
28,-30.120139592703232,-64.08982013198758,9.023462477957356e10
28,-33.95546842141645,-45.87233277147513,9.010310096219408e10
28,-85.93302239054881,-29.725745874766062,9.002132077862581e10
28,-17.09076305267333,-25.374886107748246,8.987032324833127e10
28,-15.378779995977572,-49.57097827625847,9.008946381373328e10
28,-15.378779995977572,-34.96713731548679,8.996037303490062e10
28,-15.378779995977572,-34.96713731548679,8.99601642346119e10
28,-27.012045862978095,-68.78467739072595,9.027853563278522e10
28,-15.378779995977572,-25.39642107546569,8.986551002682944e10
28,-15.378779995977572,-56.696981832054846,9.015717930121362e10
28,-15.378779995977572,-25.589870145801147,8.986916530434363e10
28,-20.922378038722908,-62.290210358598806,9.021615716804771e10
28,-23.776594114568375,-39.342821773672604,9.003311601200818e10
28,-27.502860081456287,-57.76354621087769,9.020137781118109e10
28,-15.378779995977572,-53.50969923893059,9.014257585505453e10
