Timestep,a_0,a_1,b
38,-150.0,-150.0,5.535640987135176e10
38,0.0,0.0,6.242370223500577e10
38,-102.67012216756358,-127.10317940652563,6.5391824612092926e10
38,-102.67012216756358,-127.10317940652563,6.538395025727231e10
38,0.0,0.0,6.888577222624907e10
38,-88.91307140514773,-119.916015651072,7.00649344226362e10
38,-22.356517778969938,-121.15846314511069,7.037116857200162e10
38,-87.0000000000001,-33.28079909852524,6.952584998680612e10
38,-87.0000000000001,-26.756547362507554,7.026410665090512e10
38,-15.507599168753094,-26.970678380895738,6.995614157838347e10
38,-27.244767829618556,-26.756547362507554,7.007111126582054e10
38,-77.9848121860296,-86.30919131705275,7.06456909165048e10
38,-72.50460153703317,-26.75502029170369,7.014736526902153e10
38,0.0,-19.584211668341034,6.998716948609402e10
38,-87.0000000000001,-23.774055893818055,7.044229310746991e10
38,-87.0000000000001,-23.774055893818055,7.044229310746994e10
38,-15.619621618360194,-23.774055893818055,7.020864445697635e10
38,-86.50373536109844,-23.830913639077007,7.044058842112314e10
38,-87.0000000000001,-111.64234757236457,7.108648421081177e10
38,-15.378779995977572,-72.91863508821703,7.066416899870052e10
38,-87.0000000000138,-74.84705456302544,7.102387341298201e10
38,-60.04413293635522,-74.38525290223113,7.093219536911142e10
38,-16.049213510252084,-30.791289486139256,7.041945060956128e10
38,-87.0000000000138,-74.84705456302544,7.102387341298203e10
38,-87.00000000000416,-43.81323857217459,7.076048850303627e10
38,0.0,-74.54011472076995,7.072323147407602e10
38,-87.0000000000001,-30.791289486139256,7.065607983755571e10
38,-87.00000000000226,-46.79017869234877,7.027586478794124e10
38,-87.0000000000001,-30.791289486139256,7.013248961860362e10
38,-51.49495028406937,-30.791289486139252,7.053283579057878e10
38,-87.0000000000001,-30.791289486139252,7.064820548273514e10
38,-37.222072500348204,-29.10123518496165,7.047975150201318e10
38,-43.668943863890185,-64.06867191969806,7.080300393680801e10
38,-33.95546842141645,-45.87233277147513,7.063569211103159e10
38,-85.93302239054881,-29.725745874766062,7.066420970677264e10
38,-15.619621618360194,-25.22474379787305,7.038449565084703e10
38,-23.45001556638711,-73.7842153022634,7.08082188563781e10
38,-16.049213510252084,-31.40141507675967,7.044900643026901e10
38,-48.24875124752093,-32.07738564051068,7.056622675989821e10
38,-27.012045862978056,-68.78467739072595,7.079269228474817e10
38,-20.135911721822307,-25.58190570835501,7.040519901880312e10
38,-16.44674396480409,-56.397884712889265,7.06607443182958e10
38,-70.58577241732765,-28.082883615540847,7.060182256735315e10
38,-84.21944316236103,-59.54186299735056,7.092115359117484e10
38,-31.753345567209074,-39.342821773672625,7.057987310897522e10
38,-25.7630240605031,-57.535721352155825,7.071158080794095e10
38,-16.049213510252084,-52.87512688493328,7.064261195460504e10
38,-15.987843239981814,-36.69423468282267,7.049985203034387e10
38,-63.21524889818534,-87.64824133612655,7.103517501095833e10
38,-27.004272834091314,-55.277159333035165,7.070056979497342e10
38,-29.317068480626666,-51.549548312041814,7.067964990153683e10
38,-66.75853875096733,-38.936810871068516,7.06959618614048e10
38,-36.51989972898117,-58.50896880608526,7.075843496069876e10
38,-15.516403780196214,-46.179957328462095,7.05855560277243e10
38,-20.135911721822307,-52.32755358087235,7.065481538418217e10
38,-65.3463487516098,-27.442856070620877,7.057918877811902e10
38,-33.406638343558036,-38.955684114194476,7.058804721267328e10
38,-16.049213510252084,-36.2670332191725,7.050182970781781e10
38,-25.292607169455263,-28.35942324383288,7.045572716250252e10
38,-73.58230516823221,-31.216524022573857,7.064720136147032e10
39,-150.0,-150.0,5.3328220765338684e10
39,0.0,0.0,6.047617795798047e10
39,-102.67012216756358,-127.10317940652563,6.33587917261806e10
39,-102.67012216756355,-127.10317940652558,6.335827704824956e10
39,0.0,0.0,6.687493831705945e10
39,-88.91307140514773,-119.916015651072,6.808515749206735e10
39,-74.38450793142172,-121.15846314511069,6.851175210050328e10
39,-87.0000000000001,-33.280799098525264,6.75051111621519e10
39,-87.0000000000001,-26.756547362507554,6.8232648367326004e10
39,-21.217705559243015,-26.970678380895748,6.792837896708431e10
39,-36.103900329643004,-26.756547362507554,6.8060159503583435e10
39,-77.9848121860296,-86.30919131705275,6.8599731391442245e10
39,-72.50460153703317,-26.755020291703694,6.810837494133497e10
39,-3.5979083796445464,-9.256070545750166,6.7897937402675064e10
39,-87.0000000000001,-23.774055893818055,6.8406793545431435e10
39,-87.0000000000001,-23.774055893818055,6.8406793545431435e10
39,-27.646566405149276,-23.774055893818055,6.8204218242980446e10
39,-86.50373536109839,-23.83091363907702,6.8404917123035835e10
39,-87.0000000000001,-111.64234757236457,6.904589969683672e10
39,0.0,-72.2526838305492,6.8573184584837494e10
39,-87.0000000000138,-74.84705456302544,6.898053723153764e10
39,-42.0542206579723,-74.07705389872362,6.88189674247837e10
39,-27.869882529471113,-30.791289486139256,6.8413091590030655e10
39,-87.0000000000138,-74.84705456302544,6.898053723153764e10
39,-87.00000000000416,-43.81323857217459,6.873264926057036e10
39,0.0,-74.45290216220062,6.867130371926721e10
39,-87.0000000000001,-30.791289486139256,6.861897817268356e10
39,-87.00000000000229,-46.79017869234877,6.875969601526926e10
39,-87.0000000000001,-30.791289486139256,6.861846349475252e10
39,-58.012210354303335,-30.791289486139252,6.852077324965941e10
39,-87.0000000000001,-30.791289486139256,6.8618978172683586e10
39,-37.55746427585013,-29.101235184961666,6.84352523000856e10
39,-50.11055228101848,-64.06867191969809,6.87763405441151e10
39,-37.71749740613816,-45.87233277147513,6.859982385823363e10
39,-85.93302239054881,-29.725745874766062,6.862714443939867e10
39,-27.708919673293195,-25.224743797873025,6.837995314913254e10
39,-40.72571921867005,-73.78421530226338,6.881767155261124e10
39,-27.696713484726953,-31.40141507675969,6.844196519149709e10
39,-48.24875124752094,-32.077385640510684,6.852159726564915e10
39,-32.99291357969903,-68.78467739072595,6.876218795735892e10
39,-27.071577569018707,-25.581905708355027,6.8382061286496666e10
39,0.0,-56.626780512587416,6.8555485811835144e10
39,-70.58577241732763,-28.08288361554084,6.8562204221382706e10
39,-84.21944316236103,-59.54186299735056,6.88792356656185e10
39,-36.32539814013224,-39.34282177367266,6.854726686727614e10
39,-41.1815690606018,-57.53572135215578,6.871579575445744e10
39,-29.078730377489872,-52.875126884933316,6.863826650156896e10
39,0.0,-37.106261866118636,6.839729993066779e10
39,-74.38331415897316,-87.64824133612655,6.902607146448834e10
39,-32.97237057478405,-55.27715933303518,6.867108758052256e10
39,-39.08475906919888,-51.54954831204184,6.866430883074322e10
39,-66.75853875096733,-38.93681087106852,6.865352845535852e10
39,-40.98935803992767,-58.50896880608524,6.872434793062506e10
39,0.0,-42.844788795058996,6.845149773969225e10
39,0.0,-53.22766345934609,6.853994815400528e10
39,-65.34634875160984,-27.44285607062086,6.853871039143015e10
39,-37.01726592749121,-38.95568411419447,6.855226227921628e10
39,-25.341569857601634,-36.26703321917249,6.848562217624733e10
39,-28.537942249801805,-28.359423243832875,6.8419247492915955e10
39,-75.85429314523148,-32.257535871388484,6.862585643159929e10
40,-150.0,-150.0,5.153737894970416e10
40,0.0,0.0,5.860782349901725e10
40,-102.67012216756358,-127.10317940652563,6.139283504585222e10
40,0.0,-19.66988064361237,6.0722662106242516e10
40,0.0,0.0,6.4959124539533554e10
40,-88.91307140514773,-119.916015651072,6.615749531815789e10
40,-87.0000000000001,-121.15846314511069,6.6584483909775604e10
40,-87.0000000000001,-0.2036044068156085,6.5162597899498985e10
40,-87.0000000000001,-26.756547362507554,6.628087323604856e10
40,-31.53488270031099,-26.983645112728617,6.600786215066587e10
40,-31.402359790441693,-26.756547362507554,6.608806799021638e10
40,-77.9848121860296,-86.30919131705275,6.662418082703636e10
40,-72.5046015370332,-26.75502029170371,6.615248536837345e10
40,0.0,-5.529203923872614,6.593702682782634e10
40,-87.0000000000001,-23.774055893818055,6.64527898594428e10
40,-87.0000000000001,-23.774055893818055,6.645278985944282e10
40,-31.357583417391833,-23.774055893818055,6.626000003045266e10
40,-86.36683477105652,-23.84659853432089,6.6450544360016716e10
40,-87.0000000000001,-111.64234757236457,6.707253886634268e10
40,0.0,-72.2526838305492,6.663238095269844e10
40,-87.0000000000138,-74.84705456302544,6.7006996321027756e10
40,0.0,-72.59912605137684,6.668143193713435e10
40,-56.76765509601168,-30.791289486139256,6.655615421625316e10
40,-87.00000000000539,-74.84705456302254,6.7007000913141685e10
40,-87.00000000000416,-43.81323857217459,6.677250279832021e10
40,-56.16602808054856,-74.24576085110468,6.689610247727389e10
40,-87.0000000000001,-30.791289486139256,6.6661941723464645e10
40,-87.00000000000284,-50.52325284046432,6.682565106947199e10
40,-87.0000000000001,-30.791289486139256,6.666194631557853e10
40,-61.35565610100403,-30.791289486139245,6.65743758657082e10
40,-75.12388509535111,-30.791289486139252,6.662296514516226e10
40,0.0,-27.35036930887153,6.632606879393622e10
40,0.0,-61.02737177161882,6.660887503254124e10
40,-63.23659401916715,-45.87233277147513,6.6724841164427895e10
40,-85.93302239054881,-29.725745874766062,6.667047485231046e10
40,-31.339518366796387,-23.63773967368403,6.641820970167312e10
40,-55.46170113430059,-75.83473109712749,6.691075044451936e10
40,-31.53411102113847,-31.871869328144186,6.6499151700069565e10
40,-35.96908228061641,-31.802012356092646,6.651568717203281e10
40,-76.48696449105147,-68.78467739072599,6.6943389986900894e10
40,-63.87363091385355,-26.63398664572828,6.656536623229994e10
40,-67.88339602740535,-61.599427651378804,6.6866491826306015e10
40,-66.38713049095963,-27.633435644544992,6.658651543445358e10
40,-84.21944316236102,-59.541862997350556,6.691081025018112e10
40,-62.107771395736435,-41.10234397110803,6.669001658299231e10
40,-31.464206174051156,-54.74581735292396,6.668983659449275e10
40,-63.58965777004207,-52.68993977069952,6.6791746617142914e10
40,0.0,-32.385079942672775,6.639361844841103e10
40,-86.99852768064686,-87.64824133612655,6.709271522046965e10
40,-71.49099195749828,-55.610582972740154,6.684097080070298e10
40,-31.487542280006732,-48.007109085938175,6.66400707443359e10
40,-66.75853875096733,-38.93681087106853,6.6692427024589355e10
40,-31.5337969471795,-58.63575679432582,6.6721764291334335e10
40,-53.805408599078575,-46.48804574654987,6.67097809270925e10
40,-86.99673376461564,-57.4886477994301,6.69133033697246e10
40,-73.28127584139965,-28.330716563239463,6.661877216355275e10
40,-62.862528018199164,-40.26791486574127,6.6692583322535904e10
40,0.0,-38.94287062031998,6.645819223028706e10
40,-73.27937398773201,-29.58444252506681,6.663147917918772e10
40,-76.45466384945888,-33.17379370995658,6.6678582208526344e10
41,-150.0,-150.0,4.975923207697174e10
41,0.0,0.0,5.663700972645085e10
41,-102.67012216756358,-127.10317940652563,5.9322705665055084e10
41,0.0,-19.66988064361237,5.933634684675384e10
41,0.0,0.0,6.2945875227493866e10
41,-88.91307140514773,-119.916015651072,6.412048189233767e10
41,-87.0000000000001,-121.15846314511069,6.450899512542976e10
41,-87.0000000000001,-0.2036044068156085,6.312461446363485e10
41,-87.0000000000001,-26.756547362507554,6.4217885475419685e10
41,-38.11424585042098,-27.156671970039874,6.396711881547819e10
41,-43.15216190559186,-26.756547362507554,6.40656986426208e10
41,-77.9848121860296,-86.30919131705275,6.4542401704795e10
41,-61.5355203066775,-26.753864713694945,6.405077649975689e10
41,-75.19805963122161,-5.529203923872614,6.415321314515767e10
41,-87.0000000000001,-23.774055893818055,6.438760656502239e10
41,-87.0000000000001,-23.774055893818055,6.438760656502241e10
41,-43.122630182010454,-23.774055893818055,6.4235446184271385e10
41,-85.88442316805192,-23.901869117561137,6.438427636346494e10
41,-87.0000000000001,-111.64234757236457,6.4993586139787735e10
41,0.0,-72.2526838305492,6.459524246400963e10
41,-87.0000000000138,-74.84705456302544,6.492570460188614e10
41,-65.77501156261272,-70.88641861393234,6.482294595513626e10
41,-74.34192226736765,-30.791289486139256,6.4551175539663345e10
41,-83.95063248258785,-73.80740082479377,6.490811500953063e10
41,-87.00000000000416,-43.813238572174576,6.4700399779600296e10
41,-52.70232078823444,-73.78763230868921,6.4798332976808945e10
41,-87.0000000000001,-30.791289486139256,6.4594166570667465e10
41,-73.78830863466213,-53.5721380198516,6.472815083153706e10
41,-84.34762297710049,-30.791289486139252,6.458629362885881e10
41,-46.125838574278,-30.791289486139252,6.445287257263331e10
41,-66.07541659657096,-30.791289486139252,6.452459661491058e10
41,-42.98929174309519,-24.728715840477093,6.438951279361035e10
41,-74.34597074711486,-61.02737177161882,6.479892684304504e10
41,-86.97772837980452,-45.87233277147513,6.473477369866105e10
41,-85.93302239054881,-29.72574587476607,6.4603160744907646e10
41,-86.99999322882181,-23.63773967368403,6.454918616586854e10
41,-53.63847238544093,-76.54620163655855,6.4831479019642944e10
41,-86.99999866608923,-31.871869328144186,6.462674288634956e10
41,-50.98519090226179,-31.748787996434338,6.4498493779484e10
41,-76.48696449105147,-68.784677390726,6.486542961671204e10
41,-86.9999969184375,-26.668148579112966,6.457942638890284e10
41,-86.98858668677373,-61.5994276513788,6.4855665441378845e10
41,-62.829871782804034,-26.38652264714797,6.449486775778387e10
41,-83.88706046783996,-59.294891730665405,6.4831447580433754e10
41,-86.96093303950032,-47.46647929125961,6.47555529933736e10
41,-86.67312106604824,-54.74581735292395,6.480994131047473e10
41,-46.00225716356125,-51.123556850909445,6.464110375627061e10
41,-86.80813592299509,-40.258186393049066,6.469946134741533e10
41,-86.99852768064686,-87.64824133612655,6.500860863176669e10
41,-67.23206244870418,-56.26945201640966,6.475471198186027e10
41,0.0,-43.36801737329257,6.441584802933936e10
41,-72.71878470906108,-37.93004856860715,6.463420218947882e10
41,-86.99497839176685,-61.7415318153408,6.486087719829272e10
41,-44.07034466128014,-40.88968052851863,6.455679730188414e10
41,-86.99673376461564,-57.48864779943009,6.483710224780752e10
41,-86.9987436683063,-30.882471078109532,6.462210910267976e10
41,-86.99913804136152,-41.52403754042032,6.471523430925274e10
41,-43.779598958602925,-36.97626725262447,6.452677557541722e10
41,-86.99434563169987,-33.78171236483528,6.464973310146024e10
41,-68.42443011060854,-32.710617591953785,6.457737339640893e10
42,-150.0,-150.0,4.813171268648868e10
42,0.0,0.0,5.483469641259776e10
42,-102.67012216756358,-127.10317940652563,5.740751468094667e10
42,0.0,-19.66988064361237,5.811458985931968e10
42,0.0,0.0,6.110742233721617e10
42,-88.91307140514773,-119.916015651072,6.2233000349001785e10
42,-87.0000000000001,-121.15846314511069,6.258848573105145e10
42,-87.0000000000001,-0.2036044068156085,6.1257456435514244e10
42,-87.0000000000001,-26.756547362507554,6.232561888842237e10
42,-50.42050676529752,-27.26553910802471,6.212113719573536e10
42,-50.240117580742925,-26.756547362507554,6.220180629616508e10
42,-77.98481218602959,-86.30919131705275,6.262143890093623e10
42,-71.05551681834778,-26.753851360619695,6.219096279565835e10
42,-87.0000000000001,-5.529203923872614,6.231322549510193e10
42,-87.0000000000001,-23.774055893818055,6.2494336265385475e10
42,-87.0000000000001,-23.774055893818055,6.249433626538549e10
42,-50.10353335917891,-23.774055893818055,6.237026691778199e10
42,-81.10337960255983,-24.449640076460057,6.247986914817751e10
42,-87.0000000000001,-111.64234757236457,6.306979996523857e10
42,-85.1073449646707,-72.2526838305492,6.29815416704364e10
42,-87.0000000000138,-74.84705456302544,6.300620778695549e10
42,-73.2086306653047,-70.50951786452083,6.292989123002591e10
42,-87.0000000000001,-30.791289486139256,6.2697045741507904e10
42,-68.0752925299895,-68.39485004726423,6.2902713463847595e10
42,-87.00000000000415,-43.81323857217454,6.279639604754121e10
42,-55.00109302679924,-70.41197266296192,6.286937271745791e10
42,-87.0000000000001,-30.791289486139256,6.269704574150792e10
42,-83.03270697061313,-62.80132522779199,6.291735710724085e10
42,-72.98029287895929,-30.791289486139252,6.265229009365034e10
42,-63.07444990051664,-30.791289486139252,6.261889028955243e10
42,-72.98029287895928,-30.791289486139252,6.265229009365031e10
42,-68.08055310401113,-24.60011146594989,6.258635271820921e10
42,-86.95247080602161,-61.02737177161882,6.292931827206362e10
42,-86.97772837980449,-45.87233277147513,6.282972345883794e10
42,-85.93302239054881,-29.72574587476609,6.270670367929992e10
42,-86.99999322882181,-23.63773967368403,6.265596204547932e10
42,-86.99991316372459,-76.54620163655855,6.3029338546219864e10
42,-86.9999986660892,-31.871869328144186,6.272905512015851e10
42,-86.99999922805078,-31.748787996434356,6.272784807846417e10
42,-74.38798765758746,-66.64356725394461,6.293011700504161e10
42,-86.99999691843747,-26.668148579112987,6.26845352781648e10
42,-86.98858668677376,-61.59942765137879,6.2942528708015564e10
42,-61.5508120992518,-26.1933201957651,6.2595134213307816e10
42,-83.03146702813407,-58.65915768357211,6.291314796282654e10
42,-86.96093303950026,-47.46647929125961,6.284967422168812e10
42,-86.67312106604821,-54.745817352923936,6.290034452306326e10
42,-64.72131204883718,-50.8178998135182,6.279970729376772e10
42,-86.84904572855966,-40.28096754537693,6.27976170607588e10
42,-86.99852768064686,-87.64824133612655,6.308428768040817e10
42,-70.00191181776344,-57.27542268632468,6.286144576598119e10
42,-86.8781481773181,-42.060316333903934,6.281238557098657e10
42,-86.86816338452981,-38.22034697171953,6.27840372153957e10
42,-86.99497839176688,-61.74153181534076,6.2947695307266e10
42,-51.46924830935196,-44.04381964287827,6.270679251985813e10
42,-86.99673376461568,-57.488647799430076,6.2926110928813545e10
42,-86.9987436683063,-30.882471078109532,6.2724939249706314e10
42,-86.99913804136149,-41.52403754042032,6.281240877554158e10
42,-62.241021635626005,-36.21255489537621,6.268827238660324e10
42,-86.99331942315834,-34.45820199840464,6.2756901818228294e10
42,-64.41994594321783,-33.21111503645081,6.267045038820981e10
43,-150.0,-150.0,4.713511736401729e10
43,0.0,0.0,5.328592684115628e10
43,-102.67012216756358,-127.10317940652563,5.577717049826296e10
43,0.0,-19.66988064361237,5.671050848212922e10
43,0.0,0.0,5.955175754810016e10
43,-88.91307140514773,-119.916015651072,6.0604170664391304e10
43,-87.0000000000001,-121.15846314511069,6.095321532504851e10
43,-87.0000000000001,-0.2036044068156085,5.9660748091470314e10
43,-87.0000000000001,-26.756547362507554,6.071005043486658e10
43,-40.146530043690646,-27.992660923982015,6.04720927932636e10
43,-39.7897924311024,-26.756547362507554,6.0546128960273544e10
43,-77.98481218602956,-86.30919131705275,6.098368109183821e10
43,-63.5354432356098,-26.75007117755918,6.055023955846981e10
43,-87.0000000000001,-5.529203923872614,6.071211877576172e10
43,-87.0000000000001,-23.774055893818055,6.0880162738416046e10
43,-87.0000000000001,-23.774055893818055,6.088016273841603e10
43,-39.08080125421313,-23.774055893818055,6.0713909529562546e10
43,-72.45500301964745,-25.44049687766831,6.084230538785738e10
43,-87.0000000000001,-111.64234757236457,6.143162245196599e10
43,-85.49810471686426,-72.2526838305492,6.134652027595387e10
43,-87.0000000000138,-74.84705456302544,6.1368587317901695e10
43,-46.64200991725943,-66.6194316077914,6.117163325558615e10
43,-87.0000000000001,-30.791289486139256,6.107941576971333e10
43,-48.7102866390094,-64.88406110753097,6.117570829960517e10
43,-87.00000000000685,-52.69184022174406,6.123046289088595e10
43,-74.18825642156504,-61.630256794479024,6.124677505310658e10
43,-87.0000000000001,-30.791289486139256,6.107941576971336e10
43,-85.3774949472636,-64.85926941583196,6.130459724795639e10
43,-52.418055768099414,-30.791289486139252,6.096047872213877e10
43,-72.80172375451968,-30.79128948613925,6.103209414085821e10
43,-87.0000000000001,-30.791289486139256,6.1079415769713356e10
43,-70.55647312871262,-20.970442466097303,6.095179054370567e10
43,-86.95247080602161,-61.02737177161882,6.1297673016534355e10
43,-86.97772837980443,-45.87233277147513,6.12049561101759e10
43,-85.9330223905488,-29.725745874766112,6.1089738869496025e10
43,-86.99999322882181,-23.637739673684024,6.104185653364132e10
43,-86.99991316372459,-76.54620163655855,6.139110726782234e10
43,-86.99999866608916,-31.871869328144182,6.11108999833069e10
43,-86.9999992280508,-31.748787996434373,6.110975229389132e10
43,-55.89049691525298,-52.119703492777525,6.11400962303512e10
43,-86.99999835184457,-27.845455398616295,6.107887224153852e10
43,-86.98858668677383,-61.599427651378754,6.1310620301509865e10
43,-86.99999953047369,-27.93576146082036,6.10800822192715e10
43,-77.22769152879589,-54.34676173078901,6.123614330820706e10
43,-86.95758108225502,-45.75339464154824,6.121302186877043e10
43,-86.67312106604815,-54.745817352923886,6.127157878493778e10
43,-82.8283946418286,-52.7744707150944,6.124663950469172e10
43,-86.68986054313983,-32.25474113765906,6.111518185600435e10
43,-86.99852768064686,-87.64824133612655,6.14426392152192e10
43,-83.99800591189047,-60.34425357579983,6.129643743217455e10
43,-86.97813276961207,-47.26727770703662,6.12256890027135e10
43,-86.9897335036593,-42.28780549494256,6.119272684491806e10
43,-86.99497839176694,-61.74153181534072,6.1315787606401146e10
43,-86.9889205179417,-48.068277307738015,6.123303038623242e10
43,-87.00206097825706,-63.911627680129264,6.133491492617975e10
43,-86.9987436683063,-30.882471078109532,6.110726518035883e10
43,-86.99936355521429,-47.60919123347031,6.123311340492827e10
43,-86.9832381104856,-39.84670295260348,6.1179083642251434e10
43,-86.9896210741939,-36.89620035315127,6.115656107725963e10
43,-86.99363455094013,-34.79882682622899,6.1140159540876755e10
44,-150.0,-150.0,4.576391199726228e10
44,0.0,0.0,5.1487585871737915e10
44,-102.67012216756358,-127.10317940652563,5.390305126565813e10
44,0.0,-19.66988064361237,5.5227437974065155e10
44,0.0,0.0,5.77339091294852e10
44,-88.91307140514773,-119.916015651072,5.87412126096056e10
44,-87.00000000000009,-121.15846314511069,5.9072882876936676e10
44,-87.00000000000007,-0.2036044068156085,5.780513448979518e10
44,-87.0000000000001,-26.756547362507554,5.8837911971180244e10
44,-65.29390575702703,-28.835465624987314,5.868952413345531e10
44,-65.16138284715771,-26.756547362507554,5.876020572885615e10
44,-86.99944120354222,-86.30919131705275,5.912475216238986e10
44,-71.15850024078676,-26.745655596912552,5.870186139990039e10
44,-87.0000000000001,-5.529203923872614,5.885168050013922e10
44,-87.0000000000001,-23.774055893818062,5.900783009122278e10
44,-87.0000000000001,-23.774055893818062,5.900783009122276e10
44,-65.29215835675068,-23.774055893818062,5.89306131381801e10
44,-76.30859171763173,-26.576706639384362,5.8988408027304855e10
44,-87.0000000000001,-111.64234757236457,5.954751439750636e10
44,-85.4981047168642,-72.2526838305492,5.9459244069364685e10
44,-87.00000000001384,-74.84705456302544,5.948047944593012e10
44,-55.21517095320293,-59.325591138600984,5.926220371824515e10
44,-87.0000000000001,-30.791289486139256,5.920449344843051e10
44,-65.29390575702703,-72.55128861974387,5.93896029912961e10
44,-87.00000000000095,-34.07025843902166,5.922724404290715e10
44,-65.2939057570271,-38.60224272793711,5.918079104860582e10
44,-87.0000000000001,-30.791289486139256,5.920449344843054e10
44,-79.85243231768499,-54.806707989552045,5.9336130226675476e10
44,-65.29390575702703,-30.79128948613924,5.912711824173706e10
44,-78.8398726227977,-30.791289486139256,5.846134925947655e10
44,-86.7446374184813,-30.507154383001687,5.848670350583396e10
44,-74.78954697860766,-16.754369438118935,5.9063563492470215e10
44,-86.95247080602161,-61.02737177161882,5.941320065116684e10
44,-86.99999904141714,-32.509499579281105,5.923984888485465e10
44,-86.99999903659919,-30.967742219120215,5.922855289870294e10
44,-86.99999322882181,-23.637739673684,5.9169564009218216e10
44,-86.99991316372459,-76.54620163655855,5.95026822353531e10
44,-86.99999804947886,-30.824333915562065,5.92279655936958e10
44,-86.99999955317412,-32.003809811847404,5.92362269166467e10
44,-83.35012626119008,-58.92529929700511,5.939276698751854e10
44,-86.99999954721655,-28.827255734433823,5.921261775852811e10
44,-86.9871988131326,-65.19843393560974,5.944648319062232e10
44,-87.00000035881759,-25.32997619352495,5.918504184607352e10
44,-86.96403388796978,-59.44212289947414,5.941617935489802e10
44,-86.94673008439074,-49.27065286394322,5.9355386188425064e10
44,-86.96504458759031,-52.11619325849958,5.937359726543297e10
44,-86.96802743293367,-54.288633669152446,5.9387041133036804e10
44,-86.98515090287248,-32.25474113765906,5.924070703653119e10
44,-86.99852768064686,-87.64824133612655,5.9552686214772125e10
44,0.0,-52.20759888965559,5.906433378848896e10
44,-86.98672230578873,-41.29912513923817,5.93064377511199e10
44,-86.99255155062798,-46.05588043314846,5.9338527218699875e10
44,-86.99494622535018,-61.50674506193161,5.9429942235528564e10
44,-86.98873788755495,-50.94773811623962,5.936994420378291e10
44,-87.0051696994209,-66.93653524503681,5.946594248129498e10
44,-86.9987436683063,-30.882471078109532,5.9232311034677055e10
44,-86.99937311555945,-47.86716283414234,5.9354346596497185e10
44,-86.97849776500888,-42.58724002390201,5.932017695202917e10
44,-86.99038325136436,-37.019129726214494,5.9279917567709045e10
44,-86.9897438787303,-37.781192542490736,5.928607994907474e10
45,-150.0,-150.0,4.417079952709204e10
45,0.0,0.0,4.961686433868217e10
45,-102.67012216756358,-127.10317940652563,5.18886484910477e10
45,0.0,-19.66988064361237,5.377986175997649e10
45,0.0,0.0,5.583608944349544e10
45,-88.91307140514773,-119.916015651072,5.674432784982827e10
45,-87.0000000000001,-121.15846314511069,5.70515072506714e10
45,-87.00000000000007,-22.251854956676546,5.57759432272481e10
45,-87.0000000000001,-26.756547362507554,5.685269713838702e10
45,-53.46515557152791,-36.371544326476396,5.668931165725739e10
45,-55.79674652761093,-26.756547362507554,5.674178822538361e10
45,-86.99944120354222,-86.30919131705275,5.710130457990675e10
45,-60.673014892171864,-26.706172946630662,5.6680251448739456e10
45,-87.0000000000001,-5.529203923872614,5.687924601974597e10
45,-87.0000000000001,-23.774055893818083,5.7022483092276924e10
45,-87.0000000000001,-23.774055893818083,5.702248309227694e10
45,-56.02560366939862,-23.774055893818083,5.691244142460155e10
45,-62.527381700588634,-36.73631559206195,5.701623557570527e10
45,-87.0000000000001,-111.64234757236457,5.752194644919694e10
45,-86.95988269331782,-72.2526838305492,5.74484539690766e10
45,-87.0000000000155,-75.0759696276878,5.746411059184088e10
45,0.0,-30.791289486139256,5.690271755933128e10
45,-87.0000000000001,-30.791289486139256,5.721456124419203e10
45,-56.02866161988224,-72.97562480728446,5.734288983415281e10
45,-87.00000000000217,-38.87941290324916,5.7263855013804955e10
45,-53.94249956509552,-44.6746088324013,5.718386768293017e10
45,-87.0000000000001,-30.791289486139256,5.721456124419205e10
45,-86.96715966402155,-49.25895868073572,5.647450451248813e10
45,-61.028624414419184,-30.791289486139256,5.6263210237651634e10
45,-61.028624414419184,-30.791289486139256,5.7122410204368126e10
45,-85.81894806047676,-29.477164634129597,5.7199454305825516e10
45,-87.0000000000001,-16.754369438118935,5.712638618831365e10
45,-86.95247080602161,-61.02737177161882,5.740413642328926e10
45,-86.99999904141714,-32.509499579281105,5.724881510376476e10
45,-86.99999903659919,-30.96774221912021,5.7238517598798294e10
45,-86.99999322882178,-23.63773967368399,5.718428270332181e10
45,-86.99991316372459,-76.54620163655854,5.748422772469185e10
45,-86.99999804947883,-30.824333915562054,5.723802282041324e10
45,-86.99999984421187,-32.23209546919295,5.724693192743095e10
45,-86.99997406484515,-53.52527597222,5.7369859214512024e10
45,-86.99999954721649,-28.82725573443381,5.722396038520796e10
45,-86.9871988131326,-65.19843393560971,5.743482227337302e10
45,-87.00000042727609,-25.32997619352496,5.7198654987607956e10
45,-86.9640338879697,-59.442122899474086,5.7408100629090935e10
45,-86.94673008439068,-49.27065286394324,5.7353706589733734e10
45,-86.96931797167018,-52.78015268389608,5.737359802217025e10
45,-86.97381958913533,-46.47790171544111,5.7339458147000854e10
45,-86.98515090287253,-32.25474113765908,5.724983490273699e10
45,-86.99852768064686,-87.64824133612655,5.752877791536235e10
45,-86.98739134722423,-52.20759888965559,5.737363172841214e10
45,-86.98701307979775,-42.972707240758595,5.732003218378766e10
45,-86.99606987113047,-41.861526940075386,5.731373675453516e10
45,-86.99670903024618,-63.67654583546265,5.743040191893556e10
45,-86.9945087746866,-45.548334801599786,5.733698909525895e10
