Timestep,Hydro|Reservoir_FR_0,Hydro|Reservoir_ES_0,Hydro|Pumped Storage_ES_0,Hydro|Pumped Storage_FR_0,Battery|Lithium-Ion_FR_0,Battery|Lithium-Ion_PT_0
3234,1.5573864875782258e6,7.768254964486533e6,0.0,0.0,0.0,0.0
3235,1.5591039875782258e6,7.773400152750803e6,0.0,0.0,0.0,0.0
3236,1.5608214875782258e6,7.778545341015074e6,0.0,0.0,0.0,0.0
3237,1.5629369875782258e6,7.783079158391352e6,0.0,0.0,0.0,0.0
3238,1.5650524875782258e6,7.787612975767629e6,0.0,0.0,0.0,0.0
3239,1.5664344875782258e6,7.791106346541418e6,0.0,0.0,0.0,0.0
3240,1.5678164875782258e6,7.794599717315207e6,0.0,0.0,0.0,0.0
3241,1.5687409875782258e6,7.79798271890232e6,0.0,0.0,0.0,0.0
3242,1.5696654875782258e6,7.801365720489433e6,0.0,0.0,0.0,0.0
3243,1.5703489875782258e6,7.80430600522662e6,0.0,0.0,0.0,0.0
3244,1.5710324875782258e6,7.807246289963806e6,0.0,0.0,0.0,0.0
3245,1.5717299875782258e6,7.810223157746014e6,0.0,0.0,0.0,0.0
3246,1.5724274875782258e6,7.813200025528222e6,0.0,0.0,0.0,0.0
3247,1.5733279875782258e6,7.816127909233198e6,0.0,0.0,0.0,0.0
3248,1.5742284875782258e6,7.819055792938174e6,0.0,0.0,0.0,0.0
3249,1.5751819875782258e6,7.821601724851056e6,0.0,0.0,0.0,0.0
3250,1.5761354875782258e6,7.824147656763938e6,0.0,0.0,0.0,0.0
3251,1.5769594875782258e6,7.826477190664742e6,0.0,0.0,0.0,0.0
3252,1.5777834875782258e6,7.828806724565545e6,0.0,0.0,0.0,0.0
3253,1.5784664875782258e6,7.831326614310784e6,0.0,0.0,0.0,0.0
3254,1.5791494875782258e6,7.833846504056024e6,0.0,0.0,0.0,0.0
3255,1.5798884875782258e6,7.836525127013562e6,0.0,0.0,0.0,0.0
3256,1.5806274875782258e6,7.8392037499711e6,0.0,0.0,0.0,0.0
3257,1.5817829875782258e6,7.84256008933896e6,0.0,0.0,0.0,0.0
3258,1.5829384875782258e6,7.845916428706819e6,0.0,0.0,0.0,0.0
3259,1.5842829875782258e6,7.85078693410762e6,0.0,0.0,0.0,0.0
3260,1.5856274875782258e6,7.855657439508421e6,0.0,0.0,0.0,0.0
3261,1.5879104875782258e6,7.860562667799413e6,0.0,0.0,0.0,0.0
3262,1.5901934875782258e6,7.865467896090404e6,0.0,0.0,0.0,0.0
3263,1.5912859875782258e6,7.8683492759245895e6,0.0,0.0,0.0,0.0
3264,1.5923784875782258e6,7.871230655758774e6,0.0,0.0,0.0,0.0
3265,1.5930479875782258e6,7.874023368212651e6,0.0,0.0,0.0,0.0
3266,1.5937174875782258e6,7.876816080666529e6,0.0,0.0,0.0,0.0
3267,1.5945949875782258e6,7.879700560758767e6,0.0,0.0,0.0,0.0
3268,1.5954724875782258e6,7.882585040851004e6,0.0,0.0,0.0,0.0
3269,1.5978444875782258e6,7.887253409426769e6,0.0,0.0,0.0,0.0
3270,1.6002164875782258e6,7.891921778002534e6,0.0,0.0,0.0,0.0
3271,1.6032414875782258e6,7.898358533771562e6,0.0,0.0,0.0,0.0
3272,1.6062664875782258e6,7.904795289540591e6,0.0,0.0,0.0,0.0
3273,1.6080344875782258e6,7.910650436898932e6,0.0,0.0,0.0,0.0
3274,1.6098024875782258e6,7.916505584257272e6,0.0,0.0,0.0,0.0
3275,1.6108044875782258e6,7.92349232580485e6,0.0,0.0,0.0,0.0
3276,1.6118064875782258e6,7.930479067352429e6,0.0,0.0,0.0,0.0
3277,1.6129984875782258e6,7.936636179845103e6,0.0,0.0,0.0,0.0
3278,1.6141904875782258e6,7.942793292337777e6,0.0,0.0,0.0,0.0
3279,1.6154504875782258e6,7.948159218975401e6,0.0,0.0,0.0,0.0
3280,1.6167104875782258e6,7.953525145613024e6,0.0,0.0,0.0,0.0
3281,1.6189979875782258e6,7.95875652105116e6,0.0,0.0,0.0,0.0
3282,1.6212854875782258e6,7.963987896489296e6,0.0,0.0,0.0,0.0
3283,1.6236539875782258e6,7.969208731050054e6,0.0,0.0,0.0,0.0
3284,1.6260224875782258e6,7.97442956561081e6,0.0,0.0,0.0,0.0
3285,1.6276794875782258e6,7.977803886475375e6,0.0,0.0,0.0,0.0
3286,1.6293364875782258e6,7.981178207339941e6,0.0,0.0,0.0,0.0
3287,1.6309009875782258e6,7.983461237369953e6,0.0,0.0,0.0,0.0
3288,1.6324654875782258e6,7.985744267399966e6,0.0,0.0,0.0,0.0
3289,1.6335544875782258e6,7.9883639854545025e6,0.0,0.0,0.0,0.0
3290,1.6346434875782258e6,7.990983703509039e6,0.0,0.0,0.0,0.0
3291,1.6356259875782258e6,7.9939165476269e6,0.0,0.0,0.0,0.0
3292,1.6366084875782258e6,7.996849391744759e6,0.0,0.0,0.0,0.0
3293,1.6384889875782258e6,7.999514373566865e6,0.0,0.0,0.0,0.0
3294,1.6403694875782258e6,8.002179355388971e6,0.0,0.0,0.0,0.0
3295,1.6433829875782258e6,8.007671152503535e6,0.0,0.0,0.0,0.0
3296,1.6463964875782258e6,8.013162949618098e6,0.0,0.0,0.0,0.0
3297,1.6484484875782258e6,8.01818350750865e6,0.0,0.0,0.0,0.0
3298,1.6505004875782258e6,8.0232040653992025e6,0.0,0.0,0.0,0.0
3299,1.6522294875782258e6,8.027248042003153e6,0.0,0.0,0.0,0.0
3300,1.6539584875782258e6,8.031292018607102e6,0.0,0.0,0.0,0.0
3301,1.6562419875782258e6,8.034006604558052e6,0.0,0.0,0.0,0.0
3302,1.6585254875782258e6,8.036721190509001e6,0.0,0.0,0.0,0.0
3303,1.6601199875782258e6,8.039775564742527e6,0.0,0.0,0.0,0.0
3304,1.6617144875782258e6,8.042829938976053e6,0.0,0.0,0.0,0.0
3305,1.6641064875782258e6,8.046027545131614e6,0.0,0.0,0.0,0.0
3306,1.6664984875782258e6,8.049225151287175e6,0.0,0.0,0.0,0.0
3307,1.6689849875782258e6,8.054618360195663e6,0.0,0.0,0.0,0.0
3308,1.6714714875782258e6,8.06001156910415e6,0.0,0.0,0.0,0.0
3309,1.6738424875782258e6,8.064562747925522e6,0.0,0.0,0.0,0.0
3310,1.6762134875782258e6,8.069113926746895e6,0.0,0.0,0.0,0.0
3311,1.6776134875782258e6,8.072013288077785e6,0.0,0.0,0.0,0.0
3312,1.6790134875782258e6,8.074912649408676e6,0.0,0.0,0.0,0.0
3313,1.6803004875782258e6,8.07752926720516e6,0.0,0.0,0.0,0.0
3314,1.6815874875782258e6,8.080145885001644e6,0.0,0.0,0.0,0.0
3315,1.6829759875782258e6,8.082379930954424e6,0.0,0.0,0.0,0.0
3316,1.6843644875782258e6,8.084613976907204e6,0.0,0.0,0.0,0.0
3317,1.6865769875782258e6,8.0866638675316535e6,0.0,0.0,0.0,0.0
3318,1.6887894875782258e6,8.088713758156102e6,0.0,0.0,0.0,0.0
3319,1.6911228591282454e6,8.092735412902072e6,0.0,0.0,0.0,0.0
3320,1.693456230678265e6,8.096757067648043e6,0.0,0.0,0.0,0.0
3321,1.696088230678265e6,8.102779008889619e6,0.0,0.0,0.0,0.0
3322,1.698720230678265e6,8.108800950131196e6,0.0,0.0,0.0,0.0
3323,1.701462230678265e6,8.114699501102274e6,0.0,0.0,0.0,0.0
3324,1.704204230678265e6,8.120598052073353e6,0.0,0.0,0.0,0.0
3325,1.706541230678265e6,8.125342686997214e6,0.0,0.0,0.0,0.0
3326,1.708878230678265e6,8.130087321921076e6,0.0,0.0,0.0,0.0
3327,1.710844730678265e6,8.133444281340546e6,0.0,0.0,0.0,0.0
3328,1.712811230678265e6,8.136801240760016e6,0.0,0.0,0.0,0.0
3329,1.715650230678265e6,8.139402357266236e6,0.0,0.0,0.0,0.0
3330,1.718489230678265e6,8.142003473772457e6,0.0,0.0,0.0,0.0
3331,1.720621230678265e6,8.145704561835777e6,0.0,0.0,0.0,0.0
3332,1.722753230678265e6,8.149405649899098e6,0.0,0.0,0.0,0.0
3333,1.724600730678265e6,8.15229447035261e6,0.0,0.0,0.0,0.0
3334,1.726448230678265e6,8.155183290806121e6,0.0,0.0,0.0,0.0
3335,1.727753230678265e6,8.157357811804289e6,0.0,0.0,0.0,0.0
3336,1.729058230678265e6,8.159532332802457e6,0.0,0.0,0.0,0.0
3337,1.730301730678265e6,8.161944333567462e6,0.0,0.0,0.0,0.0
3338,1.731545230678265e6,8.164356334332467e6,0.0,0.0,0.0,0.0
3339,1.732847730678265e6,8.1665606178079415e6,0.0,0.0,0.0,0.0
3340,1.734150230678265e6,8.168764901283415e6,0.0,0.0,0.0,0.0
3341,1.7357248258050221e6,8.171950726458376e6,0.0,0.0,0.0,0.0
3342,1.7372994209317793e6,8.175136551633337e6,0.0,0.0,0.0,0.0
3343,1.7394793360749807e6,8.180607266993142e6,0.0,0.0,0.0,0.0
3344,1.741659251218182e6,8.186077982352947e6,0.0,0.0,0.0,0.0
3345,1.743823251218182e6,8.189864017486911e6,0.0,0.0,0.0,0.0
3346,1.745987251218182e6,8.193650052620876e6,0.0,0.0,0.0,0.0
3347,1.748877751218182e6,8.196938186311576e6,0.0,0.0,0.0,0.0
3348,1.751768251218182e6,8.2002263200022755e6,0.0,0.0,0.0,0.0
3349,1.754013251218182e6,8.203273873668086e6,0.0,0.0,0.0,0.0
3350,1.756258251218182e6,8.206321427333895e6,0.0,0.0,0.0,0.0
3351,1.758134251218182e6,8.208801633776059e6,0.0,0.0,0.0,0.0
3352,1.760010251218182e6,8.211281840218225e6,0.0,0.0,0.0,0.0
3353,1.762840751218182e6,8.214869458836816e6,0.0,0.0,0.0,0.0
3354,1.765671251218182e6,8.218457077455407e6,0.0,0.0,0.0,0.0
3355,1.768645251218182e6,8.223992278182708e6,0.0,0.0,0.0,0.0
3356,1.771619251218182e6,8.229527478910009e6,0.0,0.0,0.0,0.0
3357,1.7741460784302223e6,8.233441864727356e6,0.0,0.0,0.0,0.0
3358,1.7766729056422624e6,8.237356250544703e6,0.0,0.0,0.0,0.0
3359,1.7779269056422624e6,8.239684544342285e6,0.0,0.0,0.0,0.0
3360,1.7791809056422624e6,8.242012838139867e6,0.0,0.0,0.0,0.0
3361,1.7801814056422624e6,8.24417061774455e6,0.0,0.0,0.0,0.0
3362,1.7811819056422624e6,8.246328397349234e6,0.0,0.0,0.0,0.0
3363,1.7821634056422624e6,8.248641809908163e6,0.0,0.0,0.0,0.0
3364,1.7831449056422624e6,8.250955222467092e6,0.0,0.0,0.0,0.0
3365,1.7854764056422624e6,8.253031155259184e6,0.0,0.0,0.0,0.0
3366,1.7878079056422624e6,8.255107088051275e6,0.0,0.0,0.0,0.0
3367,1.789393730211728e6,8.259863503955737e6,0.0,0.0,0.0,0.0
3368,1.7909795547811936e6,8.264619919860198e6,0.0,0.0,0.0,0.0
3369,1.7940220547811936e6,8.269623736357266e6,0.0,0.0,0.0,0.0
3370,1.7970645547811936e6,8.274627552854333e6,0.0,0.0,0.0,0.0
3371,1.7997300547811936e6,8.2799816985113565e6,0.0,0.0,0.0,0.0
3372,1.8023955547811936e6,8.28533584416838e6,0.0,0.0,0.0,0.0
3373,1.8047050547811936e6,8.28975867230637e6,0.0,0.0,0.0,0.0
3374,1.8070145547811936e6,8.294181500444361e6,0.0,0.0,0.0,0.0
3375,1.8093320547811936e6,8.297510557541357e6,0.0,0.0,0.0,0.0
3376,1.8116495547811936e6,8.300839614638353e6,0.0,0.0,0.0,0.0
3377,1.8152255547811936e6,8.302733252256946e6,0.0,0.0,0.0,0.0
3378,1.8188015547811936e6,8.304626889875539e6,0.0,0.0,0.0,0.0
3379,1.8219600547811936e6,8.307164141065873e6,0.0,0.0,0.0,0.0
3380,1.8251185547811936e6,8.309701392256208e6,0.0,0.0,0.0,0.0
3381,1.8281305547811936e6,8.312265925717406e6,0.0,0.0,0.0,0.0
3382,1.8311425547811936e6,8.314830459178604e6,0.0,0.0,0.0,0.0
3383,1.8325515547811936e6,8.317791205618938e6,0.0,0.0,0.0,0.0
3384,1.8339605547811936e6,8.320751952059273e6,0.0,0.0,0.0,0.0
3385,1.8350930547811936e6,8.323401432591115e6,0.0,0.0,0.0,0.0
3386,1.8362255547811936e6,8.326050913122958e6,0.0,0.0,0.0,0.0
3387,1.8370055547811936e6,8.328547860958607e6,0.0,0.0,0.0,0.0
3388,1.8377855547811936e6,8.331044808794256e6,0.0,0.0,0.0,0.0
3389,1.8389925547811936e6,8.333583920139423e6,0.0,0.0,0.0,0.0
3390,1.8401995547811936e6,8.336123031484589e6,0.0,0.0,0.0,0.0
3391,1.8422625547811936e6,8.33862183947507e6,0.0,0.0,0.0,0.0
3392,1.8443255547811936e6,8.341120647465551e6,0.0,0.0,0.0,0.0
3393,1.8463890547811936e6,8.343147596180411e6,0.0,0.0,0.0,0.0
3394,1.8484525547811936e6,8.34517454489527e6,0.0,0.0,0.0,0.0
3395,1.8501745547811936e6,8.347559883441022e6,0.0,0.0,0.0,0.0
3396,1.8518965547811936e6,8.349945221986774e6,0.0,0.0,0.0,0.0
3397,1.8526055547811936e6,8.352736694337431e6,0.0,0.0,0.0,0.0
3398,1.8533145547811936e6,8.355528166688087e6,0.0,0.0,0.0,0.0
3399,1.8543865547811936e6,8.358258873980911e6,0.0,0.0,0.0,0.0
3400,1.8554585547811936e6,8.360989581273735e6,0.0,0.0,0.0,0.0
3401,1.8579610547811936e6,8.3634933496771e6,0.0,0.0,0.0,0.0
3402,1.8604635547811936e6,8.365997118080465e6,0.0,0.0,0.0,0.0
3403,1.8632475547811936e6,8.369225106764942e6,0.0,0.0,0.0,0.0
3404,1.8660315547811936e6,8.37245309544942e6,0.0,0.0,0.0,0.0
3405,1.8688080547811936e6,8.375713946869256e6,0.0,0.0,0.0,0.0
3406,1.8715845547811936e6,8.378974798289092e6,0.0,0.0,0.0,0.0
3407,1.8728365547811936e6,8.381828895852413e6,0.0,0.0,0.0,0.0
3408,1.8740885547811936e6,8.384682993415735e6,0.0,0.0,0.0,0.0
3409,1.8744760547811936e6,8.387765890023345e6,0.0,0.0,0.0,0.0
3410,1.8748635547811936e6,8.390848786630956e6,0.0,0.0,0.0,0.0
3411,1.8752265547811936e6,8.393691723265287e6,0.0,0.0,0.0,0.0
3412,1.8755895547811936e6,8.396534659899618e6,0.0,0.0,0.0,0.0
3413,1.8760910547811936e6,8.399476804791637e6,0.0,0.0,0.0,0.0
3414,1.8765925547811936e6,8.402418949683655e6,0.0,0.0,0.0,0.0
3415,1.8776755547811936e6,8.404997124280285e6,0.0,0.0,0.0,0.0
3416,1.8787585547811936e6,8.407575298876915e6,0.0,0.0,0.0,0.0
3417,1.8798225547811936e6,8.409209134870691e6,0.0,0.0,0.0,0.0
3418,1.8808865547811936e6,8.410842970864467e6,0.0,0.0,0.0,0.0
3419,1.8819870547811936e6,8.412776911837745e6,0.0,0.0,0.0,0.0
3420,1.8830875547811936e6,8.414710852811024e6,0.0,0.0,0.0,0.0
3421,1.8834720547811936e6,8.417058368208531e6,0.0,0.0,0.0,0.0
3422,1.8838565547811936e6,8.41940588360604e6,0.0,0.0,0.0,0.0
3423,1.8843235547811936e6,8.421569243675219e6,0.0,0.0,0.0,0.0
3424,1.8847905547811936e6,8.423732603744397e6,0.0,0.0,0.0,0.0
3425,1.8865200547811936e6,8.425997032226093e6,0.0,0.0,0.0,0.0
3426,1.8882495547811936e6,8.42826146070779e6,0.0,0.0,0.0,0.0
3427,1.8903060547811936e6,8.430967985987801e6,0.0,0.0,0.0,0.0
3428,1.8923625547811936e6,8.433674511267815e6,0.0,0.0,0.0,0.0
3429,1.8948815547811936e6,8.436731985759392e6,0.0,0.0,0.0,0.0
3430,1.8974005547811936e6,8.439789460250972e6,0.0,0.0,0.0,0.0
3431,1.8985500547811936e6,8.441874073765611e6,0.0,0.0,0.0,0.0
3432,1.8996995547811936e6,8.44395868728025e6,0.0,0.0,0.0,0.0
3433,1.9001520547811936e6,8.445752496589545e6,0.0,0.0,0.0,0.0
3434,1.9006045547811936e6,8.447546305898841e6,0.0,0.0,0.0,0.0
3435,1.9010705547811936e6,8.449272529582588e6,0.0,0.0,0.0,0.0
3436,1.9015365547811936e6,8.450998753266335e6,0.0,0.0,0.0,0.0
3437,1.9020540547811936e6,8.452881229955938e6,0.0,0.0,0.0,0.0
3438,1.9025715547811936e6,8.45476370664554e6,0.0,0.0,0.0,0.0
3439,1.9034305547811936e6,8.460067008070499e6,0.0,0.0,0.0,0.0
3440,1.9042895547811936e6,8.465370309495458e6,0.0,0.0,0.0,0.0
3441,1.9056155547811936e6,8.471206855305482e6,0.0,0.0,0.0,0.0
3442,1.9069415547811936e6,8.477043401115507e6,0.0,0.0,0.0,0.0
3443,1.9083940547811936e6,8.482440330333658e6,0.0,0.0,0.0,0.0
3444,1.9098465547811936e6,8.487837259551808e6,0.0,0.0,0.0,0.0
3445,1.9109470547811936e6,8.4921249164387e6,0.0,0.0,0.0,0.0
3446,1.9120475547811936e6,8.496412573325593e6,0.0,0.0,0.0,0.0
3447,1.9131955547811936e6,8.500307737543013e6,0.0,0.0,0.0,0.0
3448,1.9143435547811936e6,8.504202901760433e6,0.0,0.0,0.0,0.0
3449,1.9162125547811936e6,8.507787420120971e6,0.0,0.0,0.0,0.0
3450,1.9180815547811936e6,8.51137193848151e6,0.0,0.0,0.0,0.0
3451,1.9202260547811936e6,8.515965280812398e6,0.0,0.0,0.0,0.0
3452,1.9223705547811936e6,8.520558623143287e6,0.0,0.0,0.0,0.0
3453,1.9245930547811936e6,8.523927363543358e6,0.0,0.0,0.0,0.0
3454,1.9268155547811936e6,8.527296103943428e6,0.0,0.0,0.0,0.0
3455,1.9276565547811936e6,8.5289001774599e6,0.0,0.0,0.0,0.0
3456,1.9284975547811936e6,8.530504250976369e6,0.0,0.0,0.0,0.0
3457,1.9290905547811936e6,8.532045699280174e6,0.0,0.0,0.0,0.0
3458,1.9296835547811936e6,8.53358714758398e6,0.0,0.0,0.0,0.0
3459,1.9302670547811936e6,8.535438001641445e6,0.0,0.0,0.0,0.0
3460,1.9308505547811936e6,8.537288855698911e6,0.0,0.0,0.0,0.0
3461,1.9324460547811936e6,8.540053665830314e6,0.0,0.0,0.0,0.0
3462,1.9340415547811936e6,8.542818475961719e6,0.0,0.0,0.0,0.0
3463,1.9377580547811936e6,8.546649154811643e6,0.0,0.0,0.0,0.0
3464,1.9414745547811936e6,8.550479833661566e6,0.0,0.0,0.0,0.0
3465,1.9450725547811936e6,8.554837556380449e6,0.0,0.0,0.0,0.0
3466,1.9486705547811936e6,8.559195279099332e6,0.0,0.0,0.0,0.0
3467,1.9519370547811936e6,8.563100984194132e6,0.0,0.0,0.0,0.0
3468,1.9552035547811936e6,8.567006689288931e6,0.0,0.0,0.0,0.0
3469,1.9577300547811936e6,8.570311564373117e6,0.0,0.0,0.0,0.0
3470,1.9602565547811936e6,8.573616439457301e6,0.0,0.0,0.0,0.0
3471,1.9623335547811936e6,8.57676630163885e6,0.0,0.0,0.0,0.0
3472,1.9644105547811936e6,8.579916163820399e6,0.0,0.0,0.0,0.0
3473,1.9669985547811936e6,8.582670433074422e6,0.0,0.0,0.0,0.0
3474,1.9695865547811936e6,8.585424702328447e6,0.0,0.0,0.0,0.0
3475,1.9718520547811936e6,8.589271502520245e6,0.0,0.0,0.0,0.0
3476,1.9741175547811936e6,8.593118302712042e6,0.0,0.0,0.0,0.0
3477,1.9764790547811936e6,8.59637977418349e6,0.0,0.0,0.0,0.0
3478,1.9788405547811936e6,8.599641245654935e6,0.0,0.0,0.0,0.0
3479,1.9798035547811936e6,8.601953418110643e6,0.0,0.0,0.0,0.0
3480,1.9807665547811936e6,8.604265590566352e6,0.0,0.0,0.0,0.0
3481,1.9814090547811936e6,8.607055822813787e6,0.0,0.0,0.0,0.0
3482,1.9820515547811936e6,8.609846055061223e6,0.0,0.0,0.0,0.0
3483,1.9830620547811936e6,8.612718754172862e6,0.0,0.0,0.0,0.0
3484,1.9840725547811936e6,8.615591453284498e6,0.0,0.0,0.0,0.0
3485,1.9859450547811936e6,8.618407727699578e6,0.0,0.0,0.0,0.0
3486,1.9878175547811936e6,8.621224002114655e6,0.0,0.0,0.0,0.0
3487,1.9894423815098465e6,8.623964010181637e6,0.0,0.0,0.0,0.0
3488,1.9910672082384997e6,8.62670401824862e6,0.0,0.0,0.0,0.0
3489,1.9937647082384997e6,8.631255817121603e6,0.0,0.0,0.0,0.0
3490,1.9964622082384997e6,8.635807615994586e6,0.0,0.0,0.0,0.0
3491,1.9995012082384997e6,8.64092304178155e6,0.0,0.0,0.0,0.0
3492,2.0025402082384997e6,8.646038467568515e6,0.0,0.0,0.0,0.0
3493,2.0041967082384997e6,8.65042037230021e6,0.0,0.0,0.0,0.0
3494,2.0058532082384997e6,8.654802277031904e6,0.0,0.0,0.0,0.0
3495,2.0073262082384997e6,8.658783008371579e6,0.0,0.0,0.0,0.0
3496,2.0087992082384997e6,8.662763739711253e6,0.0,0.0,0.0,0.0
3497,2.0111492082384997e6,8.666451806690753e6,0.0,0.0,0.0,0.0
3498,2.0134992082384997e6,8.670139873670252e6,0.0,0.0,0.0,0.0
3499,2.0163602082384997e6,8.674431250866808e6,0.0,0.0,0.0,0.0
3500,2.0192212082384997e6,8.678722628063364e6,0.0,0.0,0.0,0.0
3501,2.0199206285026595e6,8.682026883095939e6,0.0,0.0,0.0,0.0
3502,2.020620048766819e6,8.685331138128512e6,0.0,0.0,0.0,0.0
3503,2.021619048766819e6,8.687286160856549e6,0.0,0.0,0.0,0.0
3504,2.022618048766819e6,8.689241183584584e6,0.0,0.0,0.0,0.0
3505,2.023305548766819e6,8.691266272144612e6,0.0,0.0,0.0,0.0
3506,2.023993048766819e6,8.69329136070464e6,0.0,0.0,0.0,0.0
3507,2.024607548766819e6,8.69546712180603e6,0.0,0.0,0.0,0.0
3508,2.025222048766819e6,8.697642882907419e6,0.0,0.0,0.0,0.0
3509,2.026510048766819e6,8.700687336315176e6,0.0,0.0,0.0,0.0
3510,2.027798048766819e6,8.703731789722933e6,0.0,0.0,0.0,0.0
3511,2.0303239866212308e6,8.708497506401552e6,0.0,0.0,0.0,0.0
3512,2.0328499244756429e6,8.713263223080171e6,0.0,0.0,0.0,0.0
3513,2.0348009244756429e6,8.718481577434486e6,0.0,0.0,0.0,0.0
3514,2.0367519244756429e6,8.7236999317888e6,0.0,0.0,0.0,0.0
3515,2.0382954244756429e6,8.72917498750988e6,0.0,0.0,0.0,0.0
3516,2.0398389244756429e6,8.734650043230958e6,0.0,0.0,0.0,0.0
3517,2.0409314244756429e6,8.73918820096851e6,0.0,0.0,0.0,0.0
3518,2.0420239244756429e6,8.74372635870606e6,0.0,0.0,0.0,0.0
3519,2.0437054244756429e6,8.748436890791342e6,0.0,0.0,0.0,0.0
3520,2.0453869244756429e6,8.753147422876624e6,0.0,0.0,0.0,0.0
3521,2.0479799244756429e6,8.757730844381746e6,0.0,0.0,0.0,0.0
3522,2.0505729244756429e6,8.762314265886866e6,0.0,0.0,0.0,0.0
3523,2.0542809244756429e6,8.767135787210435e6,0.0,0.0,0.0,0.0
3524,2.0579889244756429e6,8.771957308534002e6,0.0,0.0,0.0,0.0
3525,2.0601086737879212e6,8.77527768490845e6,0.0,0.0,0.0,0.0
3526,2.0622284231001996e6,8.778598061282897e6,0.0,0.0,0.0,0.0
3527,2.0636169231001996e6,8.780441474721037e6,0.0,0.0,0.0,0.0
3528,2.0650054231001996e6,8.782284888159174e6,0.0,0.0,0.0,0.0
3529,2.0660919231001996e6,8.777795886277825e6,0.0,0.0,0.0,0.0
3530,2.0671784231001996e6,8.773306884396477e6,0.0,0.0,0.0,0.0
3531,2.0679224231001996e6,8.770893292865254e6,0.0,0.0,0.0,0.0
3532,2.0686664231001996e6,8.768479701334031e6,0.0,0.0,0.0,0.0
3533,2.0710599231001996e6,8.768307446146369e6,0.0,0.0,0.0,0.0
3534,2.0734534231001996e6,8.768135190958707e6,0.0,0.0,0.0,0.0
3535,2.0759524805715792e6,8.768114651232248e6,0.0,0.0,0.0,0.0
3536,2.078451538042959e6,8.76809411150579e6,0.0,0.0,0.0,0.0
3537,2.081485538042959e6,8.770496076026948e6,0.0,0.0,0.0,0.0
3538,2.084519538042959e6,8.772898040548107e6,0.0,0.0,0.0,0.0
3539,2.087042538042959e6,8.779231867749784e6,0.0,0.0,0.0,0.0
3540,2.089565538042959e6,8.785565694951463e6,0.0,0.0,0.0,0.0
3541,2.091069538042959e6,8.78993953901222e6,0.0,0.0,0.0,0.0
3542,2.092573538042959e6,8.794313383072978e6,0.0,0.0,0.0,0.0
3543,2.093747538042959e6,8.797618258157164e6,0.0,0.0,0.0,0.0
3544,2.094921538042959e6,8.800923133241348e6,0.0,0.0,0.0,0.0
3545,2.097624538042959e6,8.803584394753791e6,0.0,0.0,0.0,0.0
3546,2.100327538042959e6,8.806245656266233e6,0.0,0.0,0.0,0.0
3547,2.103063538042959e6,8.804073726624772e6,0.0,0.0,0.0,0.0
3548,2.105799538042959e6,8.801901796983313e6,0.0,0.0,0.0,0.0
3549,2.107913538042959e6,8.798807627175111e6,0.0,0.0,0.0,0.0
3550,2.110027538042959e6,8.795713457366908e6,0.0,0.0,0.0,0.0
3551,2.110932038042959e6,8.791648906788208e6,0.0,0.0,0.0,0.0
3552,2.111836538042959e6,8.78758435620951e6,0.0,0.0,0.0,0.0
3553,2.112339038042959e6,8.782766442924002e6,0.0,0.0,0.0,0.0
3554,2.112841538042959e6,8.777948529638495e6,0.0,0.0,0.0,0.0
3555,2.113364538042959e6,8.772929099579562e6,0.0,0.0,0.0,0.0
3556,2.113887538042959e6,8.76790966952063e6,0.0,0.0,0.0,0.0
3557,2.114669038042959e6,8.763982575663239e6,0.0,0.0,0.0,0.0
3558,2.115450538042959e6,8.760055481805846e6,0.0,0.0,0.0,0.0
3559,2.116790038042959e6,8.75688036913175e6,0.0,0.0,0.0,0.0
3560,2.118129538042959e6,8.753705256457653e6,0.0,0.0,0.0,0.0
3561,2.119108038042959e6,8.756163175033879e6,0.0,0.0,0.0,0.0
3562,2.120086538042959e6,8.758621093610106e6,0.0,0.0,0.0,0.0
3563,2.121102538042959e6,8.76319459428946e6,0.0,0.0,0.0,0.0
3564,2.122118538042959e6,8.76776809496881e6,0.0,0.0,0.0,0.0
3565,2.123030038042959e6,8.771029566440258e6,0.0,0.0,0.0,0.0
3566,2.123941538042959e6,8.774291037911704e6,0.0,0.0,0.0,0.0
3567,2.124520038042959e6,8.77630372543952e6,0.0,0.0,0.0,0.0
3568,2.125098538042959e6,8.778316412967337e6,0.0,0.0,0.0,0.0
3569,2.126602538042959e6,8.780320419772606e6,0.0,0.0,0.0,0.0
3570,2.128106538042959e6,8.782324426577875e6,0.0,0.0,0.0,0.0
3571,2.129944538042959e6,8.778626633398138e6,0.0,0.0,0.0,0.0
3572,2.131782538042959e6,8.774928840218402e6,0.0,0.0,0.0,0.0
3573,2.135092038042959e6,8.773575146842808e6,0.0,0.0,0.0,0.0
3574,2.138401538042959e6,8.772221453467214e6,0.0,0.0,0.0,0.0
3575,2.139976538042959e6,8.77112247560177e6,0.0,0.0,0.0,0.0
3576,2.141551538042959e6,8.770023497736325e6,0.0,0.0,0.0,0.0
3577,2.141891538042959e6,8.770299605337117e6,0.0,0.0,0.0,0.0
3578,2.142231538042959e6,8.770575712937906e6,0.0,0.0,0.0,0.0
3579,2.142626538042959e6,8.766527903752692e6,0.0,0.0,0.0,0.0
3580,2.143021538042959e6,8.762480094567478e6,0.0,0.0,0.0,0.0
3581,2.143514038042959e6,8.75877265718218e6,0.0,0.0,0.0,0.0
3582,2.144006538042959e6,8.755065219796881e6,0.0,0.0,0.0,0.0
