delivery_time,-12
0,304.90000000000003
1,280.0
2,229.90000000000003
3,229.90000000000003
4,229.90000000000003
5,229.90000000000003
6,230.10000000000002
7,416.20000000000005
8,586.2000000000008
9,1466.0999999999979
10,2919.6999999999953
11,3893.7999999999993
12,4458.6
13,4531.400000000006
14,4673.499999999997
15,4721.099999999994
16,3860.799999999989
17,2005.7999999999997
18,819.5000000000002
19,667.2000000000002
20,442.0
21,412.3
22,406.40000000000003
23,348.00000000000006
