delivery_time,-12
0,312.40000000000003
1,312.40000000000003
2,312.40000000000003
3,312.20000000000005
4,312.20000000000005
5,312.20000000000005
6,319.90000000000003
7,399.70000000000005
8,1149.0000000000032
9,4668.200000000005
10,8375.799999999994
11,10815.99999999999
12,11951.999999999996
13,12244.600000000033
14,12173.300000000023
15,11638.300000000008
16,9932.900000000003
17,6401.799999999991
18,2259.199999999997
19,762.4000000000001
20,534.9
21,400.8
22,385.4
23,380.2
