delivery_time,-12
0,486.70000000000005
1,481.50000000000006
2,464.3
3,447.40000000000003
4,447.9
5,451.40000000000003
6,480.59999999999985
7,2064.6999999999953
8,6944.100000000009
9,12441.100000000004
10,15481.899999999994
11,17171.300000000003
12,18059.29999999999
13,18428.0
14,18172.50000000002
15,17834.600000000013
16,17405.400000000005
17,16404.90000000003
18,14676.299999999997
19,11070.200000000003
20,5645.600000000003
21,1536.200000000002
22,853.9999999999999
23,843.2999999999998
