delivery_time,-12
0,344.90000000000003
1,324.8
2,315.70000000000005
3,315.70000000000005
4,324.8
5,315.70000000000005
6,328.70000000000005
7,560.9000000000001
8,716.400000000001
9,3999.1999999999916
10,9166.599999999991
11,11541.700000000006
12,12588.500000000018
13,12335.100000000031
14,11773.299999999983
15,11073.000000000015
16,9983.19999999999
17,7448.599999999997
18,3601.299999999996
19,1088.1000000000022
20,620.7
21,367.9
22,360.00000000000006
23,359.90000000000003
