delivery_time,-12
0,746.3999999999999
1,753.8
2,753.0999999999999
3,752.7999999999998
4,730.5999999999999
5,724.2
6,724.9
7,1863.4999999999986
8,6695.000000000001
9,13031.49999999998
10,17539.29999999999
11,19517.699999999997
12,19972.399999999987
13,20215.20000000001
14,19958.099999999995
15,19259.6
16,18396.799999999985
17,19123.400000000027
18,17140.399999999994
19,13218.899999999987
20,6688.299999999996
21,1728.3000000000038
22,901.8999999999999
23,883.8999999999999
