delivery_time,-12
0,724.0999999999999
1,723.0999999999999
2,722.6999999999999
3,730.4
4,729.8999999999999
5,721.2
6,636.5999999999999
7,1648.4999999999982
8,6629.999999999994
9,14280.600000000011
10,18957.800000000007
11,20815.499999999993
12,21554.19999999997
13,21917.600000000002
14,21968.499999999993
15,21831.599999999973
16,21257.699999999964
17,20052.600000000017
18,17959.19999999996
19,13435.800000000027
20,6230.300000000006
21,1427.2000000000014
22,788.0
23,779.5999999999999
