delivery_time,-12
0,32118.600000000006
1,30993.300000000007
2,30122.199999999997
3,29865.600000000002
4,29982.100000000002
5,30581.999999999996
6,32247.000000000004
7,34843.00000000001
8,35664.49999999999
9,36472.89999999997
10,37379.40000000002
11,38787.7
12,40055.599999999984
13,40384.3
14,40300.20000000002
15,39897.40000000001
16,38877.59999999999
17,37017.50000000001
18,36948.00000000001
19,37501.80000000002
20,37768.7
21,36896.9
22,35430.499999999985
23,34230.300000000025
