delivery_time,-12
0,21233.399999999998
1,19932.499999999993
2,19312.099999999995
3,18827.899999999994
4,18383.899999999998
5,18921.399999999994
6,18898.499999999996
7,20072.5
8,21694.89999999999
9,23616.599999999995
10,26401.300000000003
11,28200.09999999999
12,28808.000000000004
13,28902.899999999998
14,28603.499999999996
15,27452.59999999999
16,24692.70000000001
17,22999.19999999999
18,24148.699999999997
19,25267.799999999992
20,25915.2
21,25439.799999999992
22,23592.6
23,21748.5
