delivery_time,-12
0,27594.30000000001
1,26223.7
2,25107.399999999994
3,24749.599999999995
4,24631.700000000004
5,25282.20000000001
6,27983.099999999995
7,31168.400000000005
8,33607.7
9,34487.899999999994
10,34732.80000000001
11,35577.50000000001
12,35599.700000000004
13,35393.00000000001
14,34974.90000000001
15,34206.400000000016
16,33437.7
17,32458.100000000024
18,31555.899999999998
19,34224.9
20,34984.2
21,34094.100000000006
22,31667.700000000008
23,28983.399999999994
