delivery_time,-12
0,25935.300000000003
1,25343.600000000002
2,24388.20000000001
3,24101.100000000002
4,23945.500000000007
5,23834.600000000006
6,25198.300000000003
7,26402.1
8,29545.300000000007
9,33109.2
10,34927.99999999999
11,35317.799999999996
12,35796.59999999999
13,36020.200000000004
14,35582.10000000002
15,35326.500000000015
16,34592.00000000001
17,34551.00000000003
18,33977.700000000004
19,32061.100000000013
20,30572.700000000008
21,29234.900000000012
22,28256.300000000003
23,26731.4
