delivery_time,-12
0,25550.100000000013
1,23854.399999999994
2,22631.100000000013
3,22213.900000000005
4,21780.4
5,21836.800000000003
6,22298.600000000013
7,22785.300000000003
8,23784.499999999996
9,26243.799999999996
10,27574.10000000001
11,28643.59999999999
12,29283.2
13,29826.4
14,29540.500000000004
15,28550.000000000007
16,27861.899999999994
17,27325.59999999999
18,27237.099999999988
19,29845.700000000004
20,31415.599999999995
21,31156.6
22,28872.800000000003
23,26651.300000000014
