delivery_time,-12
0,23673.1
1,22827.900000000005
2,22356.499999999996
3,22081.900000000005
4,22383.200000000004
5,22424.9
6,22168.699999999993
7,23384.300000000014
8,23881.09999999999
9,26488.1
10,29940.19999999999
11,31896.200000000023
12,33098.100000000035
13,33423.30000000001
14,33354.79999999999
15,32304.29999999999
16,28818.999999999996
17,27052.099999999995
18,27382.699999999993
19,28288.800000000003
20,29662.000000000007
21,29630.0
22,28847.300000000007
23,28093.2
