delivery_time,-12
0,24620.099999999995
1,24284.899999999994
2,23520.799999999992
3,23010.9
4,23355.500000000007
5,23817.9
6,26401.699999999993
7,27365.29999999999
8,28633.900000000012
9,31962.599999999988
10,32921.9
11,34574.000000000015
12,35470.9
13,35447.89999999999
14,35880.20000000001
15,36064.90000000002
16,35790.70000000002
17,34900.40000000002
18,32976.99999999999
19,31992.09999999999
20,33242.00000000001
21,33006.40000000001
22,31443.700000000004
23,29812.399999999998
