delivery_time,-12
0,26288.399999999994
1,24900.400000000005
2,23778.2
3,22783.999999999993
4,22201.7
5,21952.0
6,22090.699999999997
7,22232.600000000002
8,24968.100000000002
9,27533.000000000015
10,32374.400000000012
11,33878.20000000002
12,34621.29999999999
13,35045.00000000001
14,35163.600000000035
15,35533.39999999997
16,35430.40000000001
17,34884.20000000002
18,33296.89999999999
19,29015.899999999987
20,28860.399999999998
21,28627.8
22,27953.500000000004
23,26678.300000000003
