delivery_time,-12
0,26994.199999999997
1,26569.600000000006
2,25596.6
3,24898.1
4,24875.199999999997
5,24393.300000000003
6,24987.200000000008
7,27646.199999999997
8,29220.899999999994
9,31514.69999999999
10,32584.29999999999
11,32701.39999999998
12,32913.0
13,32248.40000000001
14,31945.30000000002
15,31204.500000000015
16,29473.899999999994
17,28440.900000000005
18,28515.400000000012
19,30146.700000000008
20,30412.80000000001
21,29657.200000000004
22,26794.200000000004
23,24673.9
