delivery_time,-12
0,26183.7
1,25302.299999999996
2,24549.999999999996
3,23555.499999999996
4,23083.799999999996
5,23295.600000000002
6,24860.6
7,27213.599999999995
8,28371.699999999997
9,29894.499999999985
10,31023.399999999983
11,31702.89999999999
12,32705.599999999988
13,33536.59999999997
14,33593.49999999999
15,33017.79999999999
16,32661.900000000027
17,31098.3
18,30189.300000000025
19,29344.099999999988
20,29808.100000000002
21,29744.000000000004
22,28149.700000000004
23,26647.300000000007
