delivery_time,-12
0,8331.200000000003
1,7355.100000000007
2,6686.999999999999
3,6298.0
4,6251.799999999999
5,6318.800000000003
6,6445.4999999999945
7,6075.4000000000015
8,5974.900000000004
9,6065.300000000003
10,5915.100000000002
11,5739.300000000005
12,5599.500000000005
13,5425.600000000001
14,5310.700000000004
15,5153.800000000001
16,5424.799999999999
17,5916.899999999998
18,6423.700000000002
19,6692.600000000005
20,6857.800000000002
21,7094.000000000003
22,7242.200000000005
23,7393.700000000001
