delivery_time,-12
0,3219.899999999999
1,2758.6999999999975
2,2452.7000000000016
3,2272.799999999999
4,2036.1999999999982
5,1812.099999999999
6,1757.5999999999995
7,1642.4
8,1553.7999999999995
9,1521.3999999999994
10,1351.8000000000002
11,1230.4999999999989
12,1156.1999999999996
13,1093.4999999999995
14,1057.6
15,1090.4999999999995
16,1162.2999999999997
17,1278.0999999999988
18,1421.4999999999995
19,1566.0999999999995
20,1746.3000000000009
21,1693.999999999999
22,1653.4999999999993
23,1634.6999999999991
