delivery_time,-12
0,9284.700000000006
1,9457.400000000003
2,9939.300000000005
3,10124.700000000004
4,10289.600000000013
5,10528.900000000009
6,10694.300000000008
7,11109.200000000006
8,11511.700000000003
9,11916.900000000007
10,11779.600000000004
11,12187.19999999999
12,13121.800000000016
13,14203.600000000006
14,15303.799999999997
15,15873.899999999998
16,15925.1
17,15965.100000000004
18,15984.300000000007
19,16077.299999999996
20,15741.900000000007
21,15253.2
22,14888.200000000008
23,14550.000000000011
