delivery_time,-12
0,4663.799999999997
1,4484.8
2,4295.000000000003
3,4072.9000000000005
4,4085.7999999999965
5,3834.2999999999984
6,3652.499999999998
7,3484.8
8,3116.5999999999967
9,2643.999999999999
10,2416.7999999999984
11,1863.5999999999997
12,1874.6000000000008
13,2002.8999999999994
14,2118.7
15,2185.4
16,2581.3999999999996
17,3490.7999999999997
18,3744.9999999999995
19,3772.1000000000004
20,3945.099999999997
21,4230.699999999997
22,4127.099999999999
23,3805.3999999999996
