delivery_time,-12
0,8833.400000000001
1,8748.900000000003
2,8695.5
3,8741.399999999998
4,8568.300000000001
5,8540.899999999994
6,8364.000000000004
7,8016.699999999999
8,7540.8
9,7096.2999999999965
10,6526.799999999998
11,6243.900000000007
12,6046.700000000003
13,6054.900000000005
14,6146.2
15,5364.800000000002
16,6588.299999999999
17,7509.000000000001
18,8225.900000000001
19,9568.700000000012
20,10527.900000000007
21,11441.400000000003
22,11708.799999999992
23,11288.600000000008
