delivery_time,-12
0,12014.60000000001
1,11191.200000000004
2,10967.999999999989
3,10789.599999999995
4,10550.900000000005
5,10318.000000000007
6,11413.300000000012
7,12331.40000000001
8,11756.100000000002
9,9350.700000000006
10,8634.199999999997
11,8211.0
12,7989.799999999998
13,7880.100000000002
14,7887.500000000001
15,8173.800000000004
16,8404.100000000006
17,9175.0
18,9854.000000000002
19,11019.30000000001
20,14056.39999999999
21,13966.399999999996
22,13670.100000000002
23,12464.900000000007
