delivery_time,-12
0,5038.500000000002
1,5054.300000000003
2,5116.200000000003
3,5198.899999999998
4,5326.899999999998
5,5544.600000000003
6,5966.4000000000015
7,6175.999999999999
8,6140.600000000005
9,5725.000000000008
10,5978.700000000002
11,5379.7
12,5382.699999999994
13,5894.099999999996
14,6133.600000000006
15,7033.700000000002
16,8119.7999999999965
17,8685.6
18,10898.299999999997
19,12345.90000000001
20,12400.500000000013
21,12168.800000000001
22,11636.799999999992
23,11227.800000000001
